AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,LOAN_DLQ_NUM
62942925,0,30,1,0,0,1,1,20000.0,1,1,0
62942933,0,35,1,0,0,1,1,10000.0,1,1,0
62942965,0,45,1,0,1,1,1,17000.0,1,0,0
62943330,0,63,1,1,1,0,0,14000.0,1,1,0
62943402,0,29,1,0,0,1,1,10000.0,1,0,0
62943553,0,27,1,0,0,1,1,40000.0,1,1,0
62943695,1,31,1,0,1,1,1,30000.0,1,1,0
62943819,0,35,1,0,1,0,0,29000.0,1,1,0
62943880,0,58,0,1,1,2,0,5800.0,1,1,0
62944191,0,48,1,0,0,0,1,9000.0,1,0,0
62944481,0,57,0,1,1,3,0,7000.0,1,1,0
62944624,0,39,1,0,0,1,2,21000.0,1,0,0
62944712,0,51,1,0,1,2,0,6500.0,1,1,0
62944835,0,45,1,0,1,1,1,12000.0,1,1,0
62944853,1,26,1,0,0,0,0,20000.0,1,0,0
62945427,0,32,1,0,1,0,0,23000.0,1,1,0
62945434,0,45,1,0,0,1,1,8000.0,1,1,0
62945925,0,29,1,0,1,0,0,20000.0,2,2,2
62946106,0,44,1,0,1,1,1,20000.0,1,1,0
62946310,1,56,1,0,1,0,0,15000.0,1,0,0
62946354,0,60,0,1,1,2,0,8000.0,1,0,0
62946611,0,34,1,0,0,1,1,15000.0,1,1,0
62946642,0,46,1,0,0,2,0,20000.0,1,1,0
62946696,0,61,0,1,0,4,1,16000.0,1,1,0
62946778,0,37,1,0,1,2,2,20000.0,1,1,0
62946888,0,49,1,0,1,0,0,20000.0,1,0,0
62946965,0,35,1,0,1,1,1,5500.0,1,0,0
62946995,0,49,1,0,1,0,0,10000.0,1,1,0
62947376,0,56,0,1,1,1,0,5100.0,1,1,0
62947539,0,42,1,0,1,3,1,6500.0,1,1,0
62947590,1,26,1,0,0,2,2,8000.0,1,0,0
62948064,0,47,1,0,1,1,0,16000.0,1,1,0
62948163,1,26,1,0,0,0,0,30000.0,1,1,0
62948841,0,45,1,0,0,0,0,11000.0,2,1,0
62948935,0,40,1,0,0,2,2,24000.0,1,0,0
62949097,0,25,1,0,0,0,0,23000.0,2,2,0
62949162,0,33,1,0,1,1,1,19000.0,1,1,0
62949927,0,32,1,0,1,1,1,4500.0,1,0,0
62951034,0,48,1,0,1,1,0,10000.0,1,1,0
62951236,0,31,1,0,1,1,1,17500.0,1,1,0
62951586,0,53,1,0,1,1,1,8000.0,1,0,0
62951633,0,50,1,0,1,2,0,10000.0,1,1,0
62951718,0,56,1,0,1,0,0,15000.0,1,1,0
62951773,0,23,1,0,0,2,2,9000.0,1,1,0
62951876,0,46,1,0,0,2,0,14000.0,1,1,0
62952199,0,64,0,1,1,2,0,7000.0,1,0,0
62952254,1,55,1,0,0,2,0,6000.0,1,0,0
62952307,0,24,1,0,1,1,1,10000.0,1,1,1
62952346,0,22,1,0,0,0,0,15000.0,1,1,0
62985035,0,46,1,0,0,0,0,15000.0,1,0,0
62985089,0,31,1,0,0,1,1,20000.0,1,0,0
62985342,0,28,1,0,1,1,0,16000.0,1,0,0
62985608,0,44,1,0,0,5,2,9000.0,1,0,0
62985798,0,29,1,0,1,0,0,11000.0,1,0,0
62986537,0,44,1,0,0,2,0,10000.0,1,0,0
62986816,0,36,1,0,1,2,2,12000.0,1,0,0
62986842,0,23,1,0,0,0,0,25000.0,1,0,0
62986872,0,22,1,0,0,0,0,15000.0,1,0,0
62986876,0,30,1,0,0,1,1,25000.0,1,0,0
62987169,0,41,1,0,1,0,0,7500.0,1,0,2
62987380,0,53,1,0,0,0,0,11000.0,1,0,0
62987403,0,63,0,1,1,2,0,6500.0,1,0,0
62987550,0,27,1,0,1,0,0,15000.0,1,0,0
62987668,0,61,0,1,1,0,0,6600.0,1,0,0
62987746,0,33,1,0,1,0,0,9000.0,1,0,0
62987880,0,56,1,1,1,0,0,12000.0,1,0,1
62987933,0,26,1,0,0,0,0,12000.0,1,0,0
62988035,1,27,1,0,1,1,1,25000.0,1,0,0
62988052,0,29,1,0,1,0,0,15000.0,1,0,0
62988233,0,27,1,0,0,0,0,11000.0,1,0,0
62988295,1,25,1,0,1,0,0,12000.0,1,0,1
62988314,0,27,1,0,1,1,1,7800.0,1,0,0
62988719,0,35,1,0,0,0,0,28000.0,1,0,0
62988805,0,27,1,0,1,1,1,11000.0,1,0,0
62988922,0,27,1,0,0,1,1,11000.0,1,0,0
62988956,0,60,0,1,1,0,1,8000.0,1,0,0
62989034,0,31,1,0,1,2,2,15000.0,1,0,0
62989674,0,35,1,0,0,1,1,9000.0,1,0,0
62989711,0,50,1,0,1,1,0,5600.0,1,0,0
62989793,1,36,1,0,0,3,3,21000.0,1,0,0
62990018,0,33,1,0,0,0,0,6500.0,1,0,0
62990371,1,24,1,0,0,0,0,18000.0,1,0,1
62990423,0,34,1,0,1,3,3,5000.0,1,0,1
62990484,0,23,1,0,0,0,0,10000.0,1,0,0
62990719,0,31,1,0,0,2,2,40000.0,1,0,0
62990756,0,44,1,0,1,0,0,11000.0,1,0,0
62990800,0,54,1,0,0,0,0,26000.0,2,0,0
62990969,0,56,1,0,1,0,0,23000.0,1,0,0
62990986,1,35,1,0,0,1,1,15000.0,1,0,0
62991009,0,48,1,0,0,3,0,12000.0,1,0,0
62991078,0,29,1,0,0,0,0,20000.0,1,0,0
62991110,0,48,1,0,1,0,0,5000.0,1,0,0
62991577,0,39,1,0,1,3,3,18000.0,1,0,0
62991727,0,43,1,0,1,2,2,13000.0,1,0,0
62991797,0,54,0,1,1,0,0,7000.0,1,0,0
62991931,1,39,1,0,0,2,1,15000.0,1,0,1
62992047,0,58,0,1,1,0,0,7000.0,1,0,1
62992057,0,48,1,0,1,2,0,7000.0,1,0,0
62992319,0,35,1,0,0,1,1,20000.0,1,0,2
62992351,0,34,1,0,0,1,1,20000.0,1,0,0
62992355,0,33,1,0,1,2,2,15000.0,1,0,0
62992490,0,64,1,1,1,1,0,10000.0,1,0,2
62992627,0,32,1,0,1,0,0,10000.0,1,0,0
62992638,0,33,1,0,1,1,1,7000.0,1,0,0
62992685,0,32,1,0,0,2,2,18500.0,1,0,0
62992974,0,28,1,0,0,1,0,20000.0,1,0,0
62993092,0,46,1,0,0,1,1,20000.0,1,0,0
62993251,0,50,1,0,1,3,1,8500.0,1,0,0
62993406,0,26,1,0,1,1,1,9000.0,1,0,1
62993605,0,30,1,0,1,1,1,18000.0,1,0,0
62993722,0,46,1,0,0,2,2,6000.0,1,0,0
62994215,0,27,1,0,0,1,1,15000.0,1,0,0
62994261,0,51,1,0,1,0,0,5500.0,1,0,0
62994403,0,54,1,0,0,2,0,8000.0,1,0,0
62994409,0,23,1,0,0,0,0,11500.0,1,0,0
62994422,0,58,0,1,1,1,0,5500.0,1,0,0
62994464,0,35,1,0,0,3,3,20000.0,1,0,0
62994542,0,49,1,0,0,1,2,220000.0,1,0,0
62994670,0,53,1,0,0,5,1,5000.0,1,0,0
62994681,0,26,1,0,0,1,1,10000.0,1,0,0
62994715,1,42,1,0,1,1,1,18500.0,1,0,0
62994716,1,34,1,0,0,0,0,28000.0,1,0,0
62995151,0,28,1,0,1,0,0,10000.0,1,0,0
62995179,0,54,1,0,0,0,0,6000.0,1,0,0
62995260,0,61,1,1,1,0,0,11000.0,1,0,0
62995329,0,61,0,1,0,0,0,11900.0,1,0,0
62995346,0,53,1,0,1,0,0,8000.0,1,0,0
62995555,0,41,1,0,0,2,2,35000.0,1,0,0
62995882,0,27,1,0,0,1,1,30000.0,1,0,0
62995897,0,54,0,1,0,0,0,10000.0,1,0,0
62996024,0,50,1,0,0,3,0,15000.0,1,0,1
62996380,0,36,1,0,1,1,1,16000.0,1,0,0
62996556,0,26,1,0,0,1,1,45000.0,1,0,1
62996576,0,51,1,0,0,1,0,9000.0,1,0,0
62996686,0,46,1,0,1,0,0,11000.0,1,0,0
62996824,1,26,1,0,0,0,0,21000.0,1,0,0
62996935,0,31,1,0,0,1,1,22000.0,1,0,1
62996952,0,25,1,0,0,0,0,12000.0,1,0,0
62997116,0,41,1,0,0,2,0,15600.0,1,0,0
62997168,0,51,1,0,0,0,0,25000.0,2,0,0
62997480,0,27,1,0,1,2,2,5000.0,1,0,0
62997615,0,46,1,0,1,0,0,5000.0,1,0,0
62997633,1,52,1,0,1,0,0,18000.0,1,0,0
62997715,0,24,1,0,0,1,2,20000.0,1,0,2
62997739,0,53,1,0,0,3,0,12000.0,1,0,0
62997974,0,61,0,1,0,3,0,5800.0,1,0,0
62998014,0,53,1,0,0,2,0,18000.0,1,0,0
62998136,1,27,1,0,1,0,0,50000.0,1,0,1
62998207,0,39,1,0,1,0,0,18000.0,1,0,1
62998274,0,39,1,0,0,1,1,30000.0,1,0,0
62998373,1,23,1,0,1,0,0,14000.0,1,0,1
62998461,0,65,0,1,0,2,0,12900.0,1,0,0
62998567,0,31,1,0,1,2,2,18000.0,1,0,0
62998594,0,35,1,0,1,0,0,13000.0,1,0,0
62998837,0,22,1,0,1,1,1,15000.0,1,0,1
62999098,0,51,1,0,1,1,0,4500.0,1,0,0
62999132,0,44,1,0,0,4,4,15000.0,1,0,1
62999342,0,44,1,0,1,1,0,12500.0,1,0,0
62999593,0,58,1,1,1,0,0,16000.0,1,0,0
63000270,0,49,1,0,1,2,1,11000.0,1,0,0
63000326,0,26,1,0,0,0,0,34000.0,1,0,0
63001063,0,34,1,0,0,1,1,10000.0,1,0,0
63001141,0,43,1,0,0,1,1,8000.0,1,0,0
63001242,0,49,1,0,0,2,2,30000.0,1,0,0
63001281,0,46,1,0,1,2,1,35000.0,1,0,0
63001361,0,42,1,0,1,3,2,20000.0,1,0,0
63001532,0,29,1,0,0,2,2,18000.0,1,0,0
63001580,0,30,1,0,0,2,2,11000.0,1,0,0
63001655,0,38,1,0,0,1,1,15000.0,1,0,0
63001854,0,42,1,0,1,2,1,7500.0,1,0,0
63001877,1,24,1,0,1,1,1,11000.0,1,0,1
63001956,0,62,1,1,1,3,0,17000.0,1,0,0
63002008,0,47,1,0,0,1,0,18700.0,1,0,0
63002016,0,42,1,0,1,2,0,5900.0,1,0,0
63002506,0,49,1,1,0,2,0,20000.0,1,0,0
63002507,0,39,1,0,1,1,1,6000.0,1,0,0
63002571,0,46,1,0,1,1,0,11000.0,1,0,0
63002645,0,36,1,0,0,1,0,11000.0,1,0,0
63002873,0,38,1,0,1,3,2,10500.0,1,0,0
63002975,0,47,1,0,0,0,0,14000.0,1,0,0
63002988,1,26,1,0,0,1,0,15000.0,1,0,0
63003294,0,59,1,0,1,2,0,12000.0,1,0,1
63003329,0,28,1,0,1,0,0,14000.0,1,0,0
63003370,1,50,1,0,1,1,1,21000.0,1,0,0
63003371,0,43,1,0,0,1,1,15000.0,1,0,0
63003578,0,44,1,0,1,0,0,10000.0,1,0,0
63003668,0,55,0,1,0,1,0,6500.0,1,0,0
63003726,0,55,1,0,1,1,0,9000.0,1,0,0
63003885,0,43,1,0,1,2,1,11000.0,1,0,0
63003915,0,28,1,0,1,2,2,12000.0,1,0,0
63004046,0,37,1,0,1,2,2,9000.0,1,0,0
63004278,0,29,1,0,1,0,0,20000.0,1,0,0
63004431,0,22,1,0,0,1,1,12000.0,1,0,0
63004580,0,36,1,0,1,2,2,15000.0,1,0,0
63004666,0,63,1,0,0,1,0,12000.0,1,0,0
63004981,0,25,1,0,1,2,2,9000.0,1,0,1
63005048,0,46,1,0,1,1,1,8000.0,1,0,0
63005295,1,25,1,0,0,0,0,25000.0,1,0,0
63005345,0,59,1,0,1,0,0,12000.0,1,0,0
63005413,0,35,1,0,0,1,1,23000.0,1,0,0
63005476,0,50,1,0,1,3,0,8000.0,1,0,0
63005802,0,36,1,0,0,1,1,13000.0,1,0,0
63005945,0,25,1,0,0,0,0,4000.0,1,0,0
63006383,0,34,1,0,0,2,2,11500.0,1,0,0
63006842,1,41,1,0,1,2,1,35000.0,1,0,0
63007004,0,48,1,0,0,0,0,20000.0,1,0,0
63007092,0,32,1,0,1,1,1,11000.0,2,0,0
63007207,0,29,1,0,0,0,0,6200.0,1,0,0
63007600,0,32,1,0,1,0,0,12000.0,1,0,0
63007605,0,42,1,0,0,2,2,4500.0,1,0,0
63007628,0,25,1,0,1,1,1,7500.0,1,0,1
63007708,0,35,1,0,0,0,0,25000.0,1,0,0
63007720,1,49,1,0,1,2,2,15000.0,1,0,0
63007733,1,25,1,0,0,0,0,20000.0,1,0,0
63007820,0,39,1,0,1,1,1,18000.0,1,0,0
63008103,1,34,1,0,0,1,1,25000.0,1,0,0
63008148,0,31,1,0,0,1,1,40000.0,1,0,2
63008164,0,41,1,0,0,0,0,18000.0,2,0,0
63008266,0,56,1,0,1,0,0,10000.0,1,0,1
63008341,0,36,1,0,1,1,1,15000.0,1,0,0
63008781,0,32,1,0,1,3,3,15000.0,1,0,0
63008942,0,38,1,0,1,1,1,12000.0,1,0,0
63009162,0,63,1,0,0,0,0,20000.0,1,0,0
63009237,0,30,1,0,0,1,1,25000.0,1,0,0
63009247,0,58,0,1,1,3,0,6000.0,1,0,0
63009258,1,42,1,0,1,2,2,11000.0,1,0,0
63009309,0,51,1,0,1,0,0,14000.0,1,0,0
63009348,0,27,1,0,0,0,0,20000.0,1,0,2
63009382,0,39,1,0,0,2,2,20000.0,1,0,0
63009427,0,36,1,0,1,2,2,16000.0,1,0,0
63009782,0,46,1,0,0,1,1,14000.0,1,0,0
63009783,1,46,1,0,1,3,0,16000.0,1,0,0
63009968,0,48,1,0,1,0,0,13000.0,1,0,0
63010570,0,24,1,0,0,1,1,15000.0,1,0,0
63010586,0,34,1,0,0,1,1,15000.0,1,0,0
63010736,1,56,1,1,1,0,0,12000.0,1,0,0
63011195,1,22,1,0,1,2,0,15000.0,1,0,2
63085687,0,57,0,1,1,0,0,7000.0,1,0,0
63085790,0,44,1,0,1,2,1,10000.0,2,0,0
63086147,0,32,1,0,1,1,1,5000.0,1,0,0
63086267,0,42,1,0,0,2,2,10000.0,1,0,0
63086350,0,56,1,0,1,2,0,12000.0,2,0,0
63086475,0,30,1,0,0,0,0,35000.0,1,1,0
63086590,0,56,1,0,0,1,1,8000.0,1,0,0
63086771,0,47,1,0,1,2,2,20000.0,1,0,0
63086819,0,42,1,0,0,0,0,35000.0,1,1,0
63086988,0,34,1,0,0,0,0,16000.0,1,0,0
63087001,0,31,1,0,1,1,1,10000.0,1,1,0
63087120,0,47,1,0,1,0,0,5000.0,1,0,0
63087200,0,52,1,1,1,0,0,30000.0,1,0,0
63087229,1,29,1,0,0,0,0,22000.0,1,0,0
63087396,0,32,1,0,0,2,2,15000.0,1,0,0
63087550,0,42,1,0,1,1,1,20000.0,1,0,0
63087678,0,45,1,0,1,2,0,7000.0,1,0,0
63087762,0,34,1,0,1,1,0,11000.0,1,0,0
63087783,0,44,1,0,1,1,0,20000.0,1,0,0
63087816,1,35,1,0,1,1,1,29800.0,1,0,0
63088132,0,59,1,0,1,2,0,6800.0,1,0,0
63088421,0,31,1,0,0,1,1,15000.0,1,0,0
63088990,1,41,1,0,1,3,2,25000.0,1,0,0
63089055,0,32,1,0,1,1,1,17000.0,1,1,0
63089183,0,27,1,0,1,0,0,20000.0,1,1,0
63089278,0,56,1,0,0,1,0,30000.0,1,0,0
63089373,0,44,1,0,0,3,3,15000.0,1,0,0
63089428,0,27,1,0,1,0,0,19500.0,1,1,0
63089632,0,40,1,0,1,1,1,100000.0,1,1,0
63089658,0,54,1,0,1,2,2,11000.0,1,0,0
63089822,0,23,1,0,1,0,0,20000.0,1,0,1
63089923,0,58,1,0,0,0,0,40000.0,1,0,0
63089930,1,24,1,0,0,1,1,30000.0,1,0,0
63089979,0,38,1,0,1,2,2,15000.0,1,0,0
63090038,0,30,1,0,1,0,0,28000.0,1,1,0
63090196,0,31,1,0,1,1,1,8000.0,1,0,0
63090232,0,33,1,0,1,2,2,5000.0,1,1,0
63090243,0,33,1,0,1,1,1,15000.0,1,0,0
63090265,0,25,1,0,0,0,0,12000.0,1,0,0
63090385,0,50,1,0,1,1,0,7000.0,1,0,0
63090690,0,27,1,0,0,0,0,20000.0,1,1,0
63091019,0,30,1,0,0,1,1,17000.0,1,0,0
63091050,1,24,1,0,1,0,0,10000.0,1,0,1
63091070,0,61,0,1,1,0,0,10000.0,1,0,0
63091305,0,37,1,0,1,1,0,25000.0,1,0,0
63091340,0,28,1,0,1,1,1,20000.0,1,1,0
63091429,0,27,1,0,1,0,0,17000.0,1,0,0
63091436,0,29,1,0,1,2,2,13000.0,1,0,0
63091447,0,45,0,1,1,2,1,6000.0,1,1,0
63091518,0,40,1,0,1,2,2,10000.0,1,1,1
63091662,0,44,1,0,0,0,0,15000.0,1,0,0
63092004,0,32,1,0,0,0,0,25000.0,2,2,1
63092420,1,48,1,0,1,2,1,30000.0,1,0,0
63092637,0,27,1,0,1,0,0,14000.0,2,2,0
63093078,0,58,1,0,1,2,0,17000.0,1,0,0
63093162,0,37,1,0,0,2,2,20000.0,1,0,0
63093169,0,39,1,0,1,1,1,10000.0,1,1,0
63093534,0,42,1,0,0,0,1,20000.0,1,0,0
63093645,0,31,1,0,1,1,1,10000.0,1,0,0
63093723,0,40,1,0,1,4,4,8500.0,1,0,0
63094088,0,41,1,0,0,1,1,40000.0,1,0,1
63094160,0,36,1,0,1,1,1,8000.0,1,1,0
63094450,0,33,1,0,1,2,1,10000.0,1,0,0
63094668,0,34,1,0,1,1,1,30000.0,1,0,0
63094842,0,38,1,0,0,2,2,17000.0,1,0,0
63095755,0,27,1,0,1,2,2,5000.0,1,0,0
63095911,0,31,1,0,0,0,0,12000.0,1,0,0
63095916,0,36,0,1,1,2,2,25000.0,1,0,0
63096193,1,35,1,0,1,1,1,15000.0,1,0,0
63096344,0,52,1,0,1,3,3,30000.0,1,0,0
63096396,0,55,1,0,1,3,0,22000.0,1,0,0
63097015,0,33,1,0,1,2,2,4300.0,1,0,0
63097027,0,25,1,0,1,0,0,10000.0,1,0,1
63097247,0,54,1,1,1,2,0,16000.0,1,0,0
63097424,0,24,1,0,0,1,1,30000.0,1,0,0
63097539,0,26,1,0,0,1,1,21500.0,1,0,0
63097732,0,42,1,0,1,2,2,5000.0,1,0,0
63097871,0,45,1,0,1,2,0,12000.0,1,0,0
63098102,1,22,1,0,0,0,0,7000.0,1,0,0
63098599,0,31,1,0,1,1,1,6000.0,1,0,0
63098755,0,61,0,1,1,1,0,6500.0,1,1,0
63098918,0,38,1,0,0,1,1,22000.0,2,2,0
63098977,0,38,1,0,0,1,0,30000.0,1,1,0
63099040,0,27,1,0,1,1,1,19000.0,1,1,0
63099080,0,37,1,0,1,2,2,13000.0,1,0,0
63099170,0,37,1,0,1,1,1,18600.0,2,1,1
63099299,1,25,1,0,0,0,1,50000.0,1,0,0
63099451,0,32,1,0,0,0,0,18000.0,1,0,0
63099537,0,40,1,0,0,2,3,25000.0,1,1,0
63099552,0,38,1,0,0,1,1,30000.0,1,0,0
63099557,0,54,1,0,0,2,2,33000.0,1,0,0
63099685,0,27,1,0,1,2,2,12000.0,1,0,0
63099901,0,28,1,0,0,0,0,10000.0,1,0,0
63100077,0,32,1,0,0,2,2,7000.0,1,0,0
63100129,1,22,1,0,1,1,1,7000.0,1,0,1
63101008,0,32,1,0,0,2,2,11000.0,1,0,0
63101062,0,45,1,0,1,0,2,10000.0,1,0,0
63101140,0,52,1,0,0,2,0,20000.0,2,1,0
63101145,0,44,1,0,0,0,0,30000.0,1,0,0
63101211,0,43,1,0,1,2,2,15000.0,1,0,0
63101689,0,37,1,0,1,2,2,20000.0,1,0,0
63101884,0,37,1,0,0,1,0,20000.0,1,0,0
63102000,0,48,0,1,1,2,0,6500.0,2,2,0
63102036,0,37,1,0,0,0,0,10000.0,1,0,1
63102869,0,53,1,0,0,3,0,25000.0,1,0,0
63103133,0,37,1,0,0,0,0,8000.0,1,1,0
63103400,0,35,1,0,1,1,1,6600.0,1,0,0
63103775,0,33,1,0,1,3,3,15000.0,1,0,0
63103959,0,35,1,0,0,1,1,60000.0,1,1,0
63104137,0,28,1,0,1,0,0,8000.0,1,0,0
63104225,0,58,0,1,1,0,0,10000.0,1,0,0
63104252,0,27,1,0,1,1,1,15000.0,1,0,0
63104280,0,56,1,0,1,0,0,10000.0,1,0,0
63104686,0,27,1,0,1,0,0,13000.0,1,1,0
63104936,1,43,1,0,0,3,3,9000.0,1,0,0
63105195,0,58,1,0,1,0,0,6000.0,1,1,0
63105642,0,23,1,0,0,1,1,16000.0,1,0,0
63105953,0,38,1,0,1,3,3,15000.0,1,0,0
63105957,0,40,1,0,1,1,1,11500.0,1,0,0
63105980,0,22,1,0,1,0,0,12000.0,1,0,1
63106024,0,44,1,0,1,3,1,12000.0,1,0,0
63106281,0,64,1,0,0,0,0,7500.0,1,1,0
63106328,1,52,1,0,1,0,0,12000.0,1,1,1
63106532,0,34,1,0,1,1,1,8000.0,1,1,0
63106663,0,43,1,0,1,2,0,12000.0,1,0,0
63107202,0,27,1,0,1,1,1,30000.0,1,1,0
63269723,0,45,1,0,1,1,1,9000.0,1,0,0
63273207,0,23,1,0,1,0,0,11000.0,1,0,1
63273839,0,60,1,0,1,0,0,15000.0,1,0,0
63278794,0,32,1,0,1,1,1,8000.0,1,1,1
63281347,0,41,1,0,1,1,1,15000.0,1,0,0
63281472,0,28,1,0,0,1,1,16000.0,1,0,0
63282320,0,27,1,0,1,1,1,10000.0,1,0,0
63282932,0,60,0,1,1,0,0,6000.0,1,1,0
63289419,1,30,1,0,1,2,2,18000.0,3,2,0
63312792,1,27,1,0,1,1,1,10000.0,1,1,1
63313251,0,22,1,0,0,0,0,11500.0,1,0,0
63313395,0,34,1,0,0,0,0,8000.0,1,0,0
63313708,0,52,0,1,1,0,0,5700.0,1,0,2
63313714,0,24,1,0,0,0,0,20000.0,1,0,0
63313718,1,23,1,0,0,0,0,15000.0,1,0,1
63313763,0,27,1,0,1,1,1,7000.0,1,0,0
63313772,0,54,1,0,1,2,0,21000.0,1,0,0
63314146,0,50,1,0,0,2,0,20000.0,1,0,0
63314195,0,57,1,1,1,5,0,8000.0,1,0,0
63314238,0,50,1,0,1,1,0,6000.0,1,0,0
63314268,0,24,1,0,0,0,0,30000.0,1,1,0
63314433,0,36,1,0,1,1,1,15000.0,1,0,0
63314442,0,48,1,0,1,2,1,11500.0,2,1,0
63314558,0,57,1,0,1,2,0,15000.0,1,0,0
63314560,0,34,1,0,0,2,2,27000.0,1,0,0
63314566,0,51,1,0,0,1,0,18000.0,1,0,0
63314642,0,51,1,0,1,3,3,20000.0,1,0,0
63315064,0,56,0,1,1,2,0,7500.0,1,0,0
63315731,0,58,0,1,1,0,0,6000.0,2,1,0
63315787,1,40,1,0,0,1,1,16000.0,1,0,0
63315877,0,36,1,0,1,0,0,20000.0,1,0,0
63315906,0,42,1,0,1,2,1,9000.0,1,0,0
63316071,1,28,1,0,1,0,0,9700.0,1,1,0
63316138,1,30,1,0,0,0,0,50000.0,2,2,0
63316429,0,36,1,0,0,1,1,35000.0,1,0,0
63316593,0,34,1,0,0,1,2,18000.0,1,0,0
63316649,0,30,1,0,0,1,1,25000.0,1,0,0
63316693,0,29,1,0,1,1,1,15000.0,1,1,0
63316889,0,49,1,0,1,0,0,12000.0,2,2,0
63316898,1,39,1,0,1,0,0,20000.0,1,0,0
63317005,0,39,1,0,1,2,2,12000.0,1,0,0
63317108,0,47,1,0,0,1,0,12000.0,1,0,0
63317165,0,26,1,0,0,1,1,14000.0,1,0,0
63317187,0,22,1,0,0,0,0,12300.0,1,0,2
63317301,0,28,1,0,0,1,1,15000.0,1,0,0
63317335,0,35,1,0,1,0,0,7500.0,1,0,0
63317354,0,29,1,0,0,0,0,20000.0,1,0,0
63317501,0,38,1,0,1,2,2,9000.0,1,1,0
63317759,0,28,1,0,0,0,0,35000.0,1,0,0
63318016,0,30,1,0,0,1,1,12000.0,1,1,0
63318219,0,31,1,0,1,1,1,8000.0,1,1,0
63318541,0,29,1,0,0,2,2,25000.0,1,0,0
63318640,0,26,1,0,0,1,2,25000.0,1,1,0
63319480,0,30,1,0,0,2,2,10000.0,1,0,0
63319510,0,50,1,0,1,0,0,20000.0,1,0,1
63319729,0,47,1,0,0,0,0,30000.0,1,0,0
63319748,1,51,1,0,0,0,0,9000.0,1,0,1
63319848,1,27,1,0,0,0,0,18000.0,1,1,0
63319881,0,29,1,0,0,0,0,15000.0,1,0,0
63320003,0,53,1,0,0,0,0,25000.0,1,1,0
63320064,0,49,1,0,0,1,0,9800.0,1,0,0
63320100,1,36,1,0,1,3,3,15000.0,1,0,0
63320259,0,38,1,0,1,1,1,13000.0,1,1,0
63320540,0,27,1,0,1,2,2,12000.0,1,0,0
63320736,0,22,1,0,1,0,0,13000.0,1,0,1
63320744,0,23,1,0,0,0,0,7000.0,1,1,0
63320780,0,55,1,0,1,3,0,10000.0,1,0,0
63320939,0,62,0,1,0,3,0,7000.0,1,0,0
63320995,0,59,0,1,1,2,1,15300.0,1,0,0
63321242,0,48,1,0,1,0,0,15000.0,1,1,0
63321371,1,25,1,0,1,1,1,11000.0,1,0,1
63321546,0,35,1,0,1,1,1,10000.0,1,0,0
63321553,1,26,1,0,0,0,0,15000.0,1,0,0
63321572,0,34,1,0,0,0,0,14000.0,1,0,0
63321686,0,53,0,1,1,0,0,7830.0,1,1,0
63321848,0,43,1,0,0,0,0,25000.0,1,0,0
63321937,0,31,1,0,0,1,1,14000.0,1,0,0
63322039,0,46,1,0,1,1,0,14000.0,1,0,0
63322082,0,45,1,0,1,2,1,13000.0,1,0,0
63322207,0,29,1,0,1,2,2,8000.0,1,1,0
63322214,1,54,1,0,1,2,0,16000.0,1,1,0
63322286,0,49,1,0,1,2,0,7000.0,1,0,0
63322288,0,32,1,0,1,0,0,19000.0,1,1,0
63322415,0,62,0,1,1,0,0,7000.0,1,0,1
63323130,0,44,1,0,0,2,0,30000.0,1,1,0
63323147,0,45,1,0,1,2,0,8000.0,1,1,0
63324224,0,27,1,0,1,1,1,10000.0,1,0,0
63324632,0,49,1,0,0,0,0,9000.0,1,0,0
63324835,0,51,1,0,1,0,0,5000.0,1,0,0
63324836,0,33,1,0,0,1,1,20000.0,2,1,0
63324920,0,49,1,0,1,2,0,7000.0,1,1,0
63325026,1,48,1,0,1,0,0,20000.0,1,0,0
63325097,0,60,0,1,1,2,0,7640.0,1,0,0
63325226,0,48,1,0,1,2,0,15000.0,1,1,1
63325274,0,56,1,1,1,2,0,16000.0,1,0,0
63325691,0,37,1,0,0,2,2,15000.0,1,0,0
63325789,0,27,1,0,1,1,1,12000.0,1,0,0
63325943,0,24,1,0,1,0,0,10000.0,1,0,1
63325996,0,31,1,0,1,0,0,10000.0,1,0,0
63326133,0,32,1,0,1,2,0,10000.0,1,0,0
63326150,0,58,0,1,0,2,0,10500.0,1,0,0
63326196,0,43,1,0,0,1,1,15000.0,1,0,0
63326226,0,49,1,0,1,2,0,18500.0,1,0,0
63326407,0,28,1,0,0,0,0,30000.0,1,0,0
63326862,0,36,1,0,1,1,1,20000.0,2,1,0
63327169,0,31,1,0,0,0,0,12000.0,1,0,0
63327446,0,40,1,0,1,2,2,10500.0,1,0,0
63327543,0,36,1,0,0,2,2,25000.0,1,0,0
63327628,0,43,1,0,1,1,1,9000.0,1,0,0
63327912,0,29,1,0,0,0,0,10000.0,1,0,0
63328014,0,40,1,0,1,0,0,15000.0,1,0,0
63328148,1,45,1,0,1,3,1,16000.0,1,0,1
63328237,0,51,1,0,1,0,0,13000.0,1,0,0
63328344,1,51,1,0,1,1,0,20000.0,1,0,0
63328585,0,39,1,0,1,0,0,9000.0,1,0,0
