LotArea,LotArea_M,Street,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,TotalBsmtSF,TotalBsmtSF_M,Heating,HeatingQC,CentralAir,GrLivArea,GrLivArea_M,Bath,KitchenQual,GarageArea,GarageArea_M,DateSold,SaleCondition,SalePrice
8120,754.37236,Pave,1Fam,4,7,1970,1970,Gable,TA,Gd,CBlock,864,80.268192,GasA,Ex,Y,864,80.268192,1,TA,463,43.014089,7/2009,Normal,124500
8172,759.203316,Pave,1Fam,4,6,1954,1972,Gable,TA,TA,PConc,941,87.421723,GasA,Ex,Y,1470,136.56741,2,TA,548,50.910844,5/2008,Normal,135000
13286,1234.309258,Pave,1Fam,9,5,2007,2008,Hip,Ex,TA,PConc,1698,157.749294,GasA,Ex,Y,1698,157.749294,2,Ex,768,71.349504,2/2009,Normal,320000
6960,646.60488,Pave,1Fam,4,6,1970,1970,Gable,TA,TA,CBlock,864,80.268192,GasA,TA,Y,864,80.268192,1,Gd,660,61.31598,11/2009,Normal,120500
21695,2015.530585,Pave,1Fam,6,9,1988,2007,Hip,Gd,Gd,CBlock,880,81.75464,GasA,Ex,Y,1680,156.07704,2,Gd,540,50.16762,12/2009,Normal,222000
7314,679.492542,Pave,1Fam,7,5,2007,2007,Gable,Gd,TA,PConc,1232,114.456496,GasA,Ex,Y,1232,114.456496,2,Gd,632,58.714696,2/2009,Normal,194500
11475,1066.061925,Pave,Duplex,5,5,1958,1958,Gable,TA,TA,CBlock,1584,147.158352,GasA,TA,Y,1776,164.995728,2,TA,888,82.49786399999999,7/2009,Abnorml,110000
6240,579.7147199999999,Pave,1Fam,4,5,1925,1950,Gable,TA,TA,CBlock,780,72.46433999999999,GasA,TA,Y,1208,112.226824,1,TA,539,50.074717,1/2009,Normal,103000
5389,500.654267,Pave,TwnhsE,8,5,1995,1996,Gable,Gd,TA,PConc,1595,148.180285,GasA,Ex,Y,1616,150.131248,2,Gd,608,56.485024,3/2010,Normal,236500
9590,890.93977,Pave,1Fam,7,5,2003,2003,Gable,Gd,TA,PConc,868,80.639804,GasA,Ex,Y,1146,106.466838,2,Gd,438,40.691514,5/2007,Normal,187500
11404,1059.465812,Pave,1Fam,7,5,1998,1999,Gable,Gd,TA,PConc,1153,107.117159,GasA,Ex,Y,2031,188.685993,3,Gd,541,50.260523,7/2008,Normal,222500
10000,929.03,Pave,1Fam,5,6,1961,1983,Hip,TA,TA,CBlock,864,80.268192,GasA,Ex,Y,1144,106.281032,1,TA,264,24.526392,3/2009,Normal,131400
8978,834.083134,Pave,1Fam,5,5,1968,1968,Gable,TA,TA,PConc,948,88.072044,GasA,TA,Y,948,88.072044,1,TA,300,27.8709,5/2007,Family,108000
10800,1003.3524,Pave,1Fam,7,7,1914,1970,Gable,TA,TA,BrkTil,880,81.75464,GasW,Fa,N,1768,164.252504,2,TA,320,29.72896,10/2006,Normal,163000
8544,793.763232,Pave,Duplex,3,4,1950,1950,Gable,TA,TA,CBlock,0,0.0,GasA,Gd,N,1040,96.61912,2,TA,400,37.1612,7/2006,Normal,93500
10463,972.044089,Pave,1Fam,8,5,2005,2005,Gable,Gd,TA,PConc,893,82.962379,GasA,Ex,Y,1801,167.318303,3,Gd,800,74.3224,6/2006,Normal,239900
10800,1003.3524,Pave,Duplex,5,5,1987,1988,Gable,TA,TA,CBlock,1200,111.4836,GasA,TA,Y,1200,111.4836,3,TA,0,0.0,3/2009,Alloca,179000
9313,865.205639,Pave,1Fam,7,5,2004,2004,Gable,Gd,TA,PConc,864,80.268192,GasA,Ex,Y,1728,160.536384,3,Gd,572,53.140516,4/2009,Normal,190000
9600,891.8688,Pave,1Fam,5,7,1910,2002,Gable,TA,Gd,BrkTil,264,24.526392,GasA,Ex,Y,1432,133.037096,2,TA,360,33.44508,5/2007,Abnorml,132000
6768,628.767504,Pave,1Fam,6,8,1961,1996,Hip,TA,Gd,CBlock,912,84.727536,GasA,Gd,Y,912,84.727536,1,Gd,288,26.756064,5/2008,Normal,142000
8450,785.03035,Pave,1Fam,7,5,2000,2001,Gable,TA,TA,PConc,1349,125.326147,GasA,Ex,Y,1349,125.326147,2,TA,539,50.074717,12/2007,Normal,179000
12886,1197.148058,Pave,1Fam,5,6,1963,1999,Gable,TA,TA,CBlock,520,48.30956,GasA,Ex,Y,1464,136.009992,2,TA,480,44.59344,10/2009,Normal,175000
5395,501.211685,Pave,TwnhsE,8,5,1993,1993,Gable,Gd,TA,PConc,1337,124.211311,GasA,Gd,Y,1337,124.211311,2,Gd,462,42.921186,10/2008,Normal,180000
8963,832.689589,Pave,1Fam,8,9,1976,1996,Hip,Ex,Gd,CBlock,1142,106.095226,GasA,Ex,Y,2715,252.231645,4,Gd,831,77.202393,7/2008,Normal,299800
8795,817.0818849999999,Pave,1Fam,7,5,2000,2000,Gable,Gd,TA,PConc,952,88.443656,GasA,Ex,Y,2256,209.589168,3,Gd,554,51.468262,4/2009,Normal,236000
11700,1086.9651,Pave,1Fam,7,7,1880,2003,Mansard,Gd,TA,Stone,1240,115.19972,GasW,TA,N,2640,245.26392,2,Gd,864,80.268192,5/2009,Normal,265979
10593,984.121479,Pave,1Fam,7,5,1996,1996,Hip,Gd,TA,PConc,1720,159.79316,GasA,Ex,Y,1720,159.79316,2,Gd,527,48.959881,3/2010,Normal,260400
8405,780.849715,Pave,1Fam,4,3,1945,1950,Gable,TA,TA,Slab,0,0.0,Wall,TA,N,1529,142.048687,2,TA,240,22.29672,4/2009,Normal,98000
8800,817.5464,Pave,1Fam,4,7,1910,2004,Gable,TA,TA,BrkTil,576,53.512128,GasA,Gd,Y,1140,105.90942,1,TA,0,0.0,6/2010,Normal,96500
7750,719.99825,Pave,1Fam,7,5,2003,2003,Gable,Gd,TA,PConc,660,61.31598,GasA,Ex,Y,1320,122.63196,3,Gd,400,37.1612,8/2007,Normal,162000
9236,858.052108,Pave,1Fam,6,5,1997,1997,Gable,TA,Gd,PConc,1479,137.403537,GasA,Ex,Y,1494,138.797082,2,Gd,576,53.512128,7/2006,Normal,217000
10240,951.32672,Pave,1Fam,8,5,2005,2005,Gable,Gd,TA,PConc,1030,95.69009,GasA,Gd,Y,2098,194.910494,3,Ex,878,81.568834,3/2006,Normal,275500
7930,736.72079,Pave,1Fam,6,8,1969,2005,Gable,TA,TA,CBlock,1026,95.318478,GasA,Gd,Y,1026,95.318478,1,Gd,440,40.87732,7/2009,Normal,156000
3230,300.07669,Pave,TwnhsE,6,5,1999,1999,Gable,TA,TA,PConc,729,67.726287,GasA,Gd,Y,1471,136.660313,3,TA,440,40.87732,3/2009,Normal,172500
10769,1000.472407,Pave,1Fam,8,5,2007,2007,Gable,Gd,TA,PConc,866,80.453998,GasA,Ex,Y,1768,164.252504,3,Gd,578,53.697934,4/2009,Normal,212000
11616,1079.161248,Pave,1Fam,6,5,1978,1978,Hip,TA,TA,CBlock,672,62.430816,GasA,TA,Y,1386,128.763558,3,TA,440,40.87732,4/2010,Abnorml,158900
2280,211.81884,Pave,Twnhs,7,5,1999,1999,Gable,TA,TA,PConc,744,69.119832,GasA,Gd,Y,1501,139.447403,3,TA,440,40.87732,8/2008,Normal,179400
12257,1138.712071,Pave,1Fam,8,5,1995,1995,Gable,Gd,TA,PConc,1318,122.446154,GasA,Ex,Y,2531,235.137493,3,Gd,752,69.863056,11/2007,Normal,290000
9100,845.4173,Pave,1Fam,6,6,1959,1959,Hip,TA,TA,CBlock,864,80.268192,GasA,Ex,Y,864,80.268192,1,TA,300,27.8709,10/2009,Normal,127500
6911,642.052633,Pave,1Fam,5,5,1924,1950,Gable,TA,TA,PConc,1145,106.373935,GasA,TA,Y,1301,120.866803,1,Fa,440,40.87732,10/2009,Normal,100000
8640,802.68192,Pave,1Fam,7,5,2009,2009,Gable,TA,TA,PConc,756,70.234668,GasA,Ex,Y,1547,143.720941,3,Gd,614,57.042442,6/2010,Normal,215200
9430,876.07529,Pave,1Fam,8,5,1999,1999,Gable,Gd,TA,PConc,1252,116.314556,GasA,Ex,Y,2365,219.715595,3,Gd,856,79.524968,7/2009,Normal,337000
9549,887.130747,Pave,TwnhsE,8,5,1995,1996,Hip,Gd,Gd,PConc,1494,138.797082,GasA,Ex,Y,1494,138.797082,2,Ex,481,44.686343,4/2006,Normal,270000
14587,1355.176061,Pave,1Fam,9,5,2008,2008,Gable,Gd,TA,PConc,1498,139.168694,GasA,Ex,Y,1506,139.911918,2,Ex,592,54.998576,8/2008,Partial,264132
10421,968.142163,Pave,1Fam,7,5,1988,1988,Gable,TA,TA,CBlock,980,91.04494,GasA,TA,Y,1714,159.235742,3,TA,496,46.079888,3/2010,Normal,196500
12508,1162.030724,Pave,1Fam,6,7,1940,1985,Gable,TA,TA,CBlock,983,91.323649,GasA,Ex,Y,1750,162.58025,2,TA,423,39.297969,7/2008,Normal,160000
9100,845.4173,Pave,1Fam,7,5,2004,2005,Hip,Gd,TA,PConc,1860,172.79958,GasA,Ex,Y,1836,170.569908,2,Gd,484,44.965052,10/2006,Normal,216837
53504,4970.682112,Pave,1Fam,8,5,2003,2003,Hip,Ex,TA,PConc,1650,153.28995,GasA,Ex,Y,3279,304.628937,4,Ex,841,78.131423,6/2010,Normal,538000
7252,673.732556,Pave,1Fam,5,5,1982,1982,Hip,TA,TA,CBlock,858,79.710774,GasA,TA,Y,858,79.710774,1,TA,576,53.512128,4/2009,Normal,134900
8877,824.699931,Pave,1Fam,4,5,1951,1951,Gable,TA,TA,CBlock,836,77.666908,GasA,TA,Y,1220,113.34166,1,TA,396,36.789588,4/2006,Normal,102000
7819,726.408557,Pave,1Fam,6,5,1976,1976,Gable,TA,TA,CBlock,1029,95.597187,GasA,TA,Y,1117,103.772651,1,TA,672,62.430816,3/2010,Abnorml,107000
10150,942.96545,Pave,1Fam,5,5,1958,1958,Gable,TA,TA,CBlock,912,84.727536,GasA,Ex,Y,912,84.727536,1,TA,275,25.548325,7/2007,Normal,114500
14226,1321.638078,Pave,1Fam,8,5,2006,2006,Hip,Gd,TA,PConc,1935,179.767305,GasA,Gd,Y,1973,183.297619,2,Gd,895,83.148185,7/2007,Partial,395000
4500,418.0635,Pave,TwnhsE,6,5,1998,1998,Hip,TA,TA,PConc,1204,111.855212,GasA,Ex,Y,1204,111.855212,2,TA,412,38.276036,6/2009,Normal,162000
11210,1041.44263,Pave,1Fam,7,5,2005,2006,Gable,Gd,TA,PConc,1614,149.945442,GasA,Ex,Y,1614,149.945442,2,Gd,865,80.361095,7/2006,Partial,221500
13350,1240.25505,Pave,1Fam,5,5,1974,1974,Hip,TA,TA,CBlock,864,80.268192,GasA,TA,Y,894,83.055282,1,TA,440,40.87732,6/2006,Normal,142500
8400,780.3851999999999,Pave,Duplex,5,5,1977,1977,Gable,TA,TA,Slab,0,0.0,GasA,TA,Y,2020,187.66406,2,TA,630,58.52889,10/2007,Normal,144000
10530,978.26859,Pave,Duplex,6,5,1977,1977,Gable,TA,TA,CBlock,975,90.580425,GasA,TA,Y,1004,93.274612,1,TA,504,46.823112,5/2006,Normal,135000
7875,731.611125,Pave,1Fam,7,5,1995,1996,Gable,TA,TA,PConc,1237,114.921011,GasA,Gd,Y,1253,116.407459,2,TA,402,37.347006,6/2007,Normal,176000
7153,664.535159,Pave,1Fam,6,5,1992,1992,Gable,Gd,Gd,PConc,761,70.699183,GasA,Ex,Y,1603,148.923509,3,Gd,484,44.965052,7/2006,Normal,175900
16285,1512.925355,Pave,1Fam,7,5,2001,2002,Gable,Gd,TA,PConc,1413,131.271939,GasA,Ex,Y,1430,132.85129,2,Gd,605,56.206315,6/2009,Normal,187100
9101,845.510203,Pave,1Fam,5,6,1978,1978,Gable,TA,Gd,PConc,1097,101.914591,GasA,Ex,Y,1110,103.12233,1,Gd,602,55.927606,7/2009,Normal,165500
6300,585.2889,Pave,1Fam,6,6,1914,2001,Gable,TA,TA,CBlock,742,68.934026,GasA,Ex,Y,1484,137.868052,2,TA,0,0.0,6/2008,Normal,128000
9790,909.52037,Pave,1Fam,6,5,1967,1967,Gable,TA,TA,CBlock,1372,127.462916,GasA,TA,Y,1342,124.675826,2,TA,457,42.456671,9/2009,Normal,161500
10800,1003.3524,Pave,1Fam,5,6,1915,1950,Gable,TA,Gd,PConc,686,63.731458,GasA,TA,Y,1652,153.475756,2,TA,416,38.647648,6/2010,Normal,139000
10142,942.222226,Pave,1Fam,7,5,2004,2004,Gable,Gd,TA,PConc,956,88.815268,GasA,Ex,Y,2084,193.609852,3,Gd,618,57.414054,1/2010,Normal,233000
6000,557.418,Pave,1Fam,4,7,1954,2000,Gable,TA,TA,CBlock,901,83.705603,GasA,Ex,Y,901,83.705603,1,TA,281,26.105743,8/2008,Normal,107900
12205,1133.881115,Pave,1Fam,6,8,1966,2007,Gable,TA,TA,CBlock,832,77.295296,GasA,Gd,Y,2087,193.888561,3,Gd,444,41.248932,7/2007,Normal,187500
3182,295.617346,Pave,TwnhsE,7,5,2005,2006,Gable,Gd,TA,PConc,1145,106.373935,GasA,Ex,Y,1145,106.373935,2,Gd,397,36.882491,9/2009,Normal,160200
11333,1052.869699,Pave,1Fam,6,5,1976,1976,Gable,TA,TA,PConc,1029,95.597187,GasA,TA,Y,1062,98.662986,1,TA,539,50.074717,5/2007,Normal,146800
9920,921.59776,Pave,1Fam,7,5,1996,1997,Gable,Gd,TA,PConc,1117,103.772651,GasA,Ex,Y,2013,187.013739,3,TA,455,42.270865,6/2007,Normal,269790
9158,850.805674,Pave,1Fam,8,5,2007,2007,Gable,Gd,TA,PConc,1496,138.982888,GasA,Ex,Y,1496,138.982888,2,Gd,474,44.036022,6/2007,Partial,225000
10832,1006.325296,Pave,1Fam,7,5,1994,1996,Gable,Gd,TA,PConc,712,66.146936,GasA,Ex,Y,1895,176.051185,3,Gd,409,37.997327,10/2008,Normal,194500
8400,780.3851999999999,Pave,1Fam,6,6,1980,1981,Gable,TA,TA,CBlock,650,60.38695,GasA,TA,Y,1564,145.300292,3,TA,476,44.221828,4/2010,Normal,171000
8197,761.525891,Pave,1Fam,6,5,1977,1977,Gable,TA,TA,CBlock,660,61.31598,GasA,Ex,Y,1285,119.380355,2,TA,528,49.052784,4/2007,Normal,143500
7677,713.216331,Pave,1Fam,5,5,1953,1953,Gable,TA,TA,CBlock,773,71.814019,GasA,Gd,Y,773,71.814019,1,TA,240,22.29672,4/2008,Abnorml,110000
13518,1255.862754,Pave,1Fam,9,5,2008,2009,Hip,Ex,TA,PConc,1926,178.931178,GasA,Ex,Y,3140,291.71542,4,Ex,820,76.18046,7/2009,Partial,485000
7200,668.9016,Pave,1Fam,5,7,1937,1950,Gable,TA,TA,BrkTil,731,67.912093,GasA,Ex,Y,1768,164.252504,2,Gd,240,22.29672,6/2007,Normal,175000
12798,1188.972594,Pave,1Fam,6,5,1997,1997,Gable,TA,TA,PConc,616,57.228248,GasA,Gd,Y,1688,156.820264,3,Gd,603,56.020509,5/2008,Normal,200000
4800,445.9344,Pave,1Fam,4,7,1916,1990,Gable,TA,TA,CBlock,1196,111.111988,GasA,Ex,Y,1196,111.111988,1,TA,440,40.87732,7/2007,Normal,109900
8199,761.711697,Pave,1Fam,7,5,2005,2005,Gable,Gd,TA,PConc,728,67.633384,GasA,Ex,Y,1456,135.266768,3,Gd,410,38.09023,10/2008,Normal,189000
13891,1290.515573,Pave,1Fam,9,5,2008,2009,Hip,Ex,TA,PConc,1734,161.093802,GasA,Ex,Y,2822,262.172266,4,Ex,1020,94.76106,1/2009,Partial,582933
9000,836.127,Pave,1Fam,5,5,1954,1954,Gable,TA,TA,CBlock,936,86.957208,GasA,TA,Y,1128,104.794584,1,TA,286,26.570258,6/2006,Family,118000
12274,1140.291422,Pave,1Fam,7,5,2008,2008,Gable,Gd,TA,PConc,1417,131.643551,GasA,Ex,Y,1428,132.665484,2,Ex,554,51.468262,7/2008,Partial,227680
9750,905.80425,Pave,1Fam,5,5,1967,1967,Gable,TA,TA,PConc,980,91.04494,GasA,Gd,Y,980,91.04494,2,TA,384,35.674752,10/2006,Normal,135500
21384,1986.637752,Pave,1Fam,5,6,1923,2004,Gable,TA,TA,CBlock,1324,123.003572,GasA,Ex,Y,1576,146.415128,2,Gd,528,49.052784,5/2009,Normal,223500
13400,1244.9002,Pave,1Fam,5,5,1966,1966,Gable,TA,TA,CBlock,1024,95.132672,GasA,TA,Y,1086,100.892658,1,TA,484,44.965052,6/2006,Normal,159950
8100,752.5143,Pave,1Fam,5,5,1898,1965,Hip,TA,TA,PConc,849,78.874647,GasA,TA,N,2138,198.626614,2,TA,360,33.44508,11/2009,Normal,106000
10140,942.03642,Pave,1Fam,6,6,1974,1999,Hip,TA,TA,CBlock,1040,96.61912,GasA,Fa,Y,1309,121.610027,2,Gd,484,44.965052,1/2006,Normal,181000
4438,412.303514,Pave,TwnhsE,6,5,2004,2004,Gable,Gd,TA,PConc,848,78.781744,GasA,Ex,Y,848,78.781744,1,Gd,420,39.01926,6/2008,Normal,144500
8712,809.370936,Grvl,1Fam,5,5,1952,1952,Hip,Fa,TA,CBlock,540,50.16762,GasA,TA,N,1044,96.990732,1,Fa,504,46.823112,6/2010,Alloca,55993
9750,905.80425,Pave,1Fam,6,6,1958,1958,Gable,TA,TA,CBlock,1442,133.966126,GasA,Gd,Y,1442,133.966126,2,TA,301,27.963803,4/2007,Normal,157900
8248,766.263944,Pave,1Fam,5,7,1918,1950,Gable,TA,TA,BrkTil,686,63.731458,GasW,Gd,Y,1250,116.12875,2,Fa,280,26.01284,7/2006,Normal,116000
12137,1127.563711,Pave,1Fam,7,5,1998,1998,Gable,TA,TA,PConc,1649,153.197047,GasA,Ex,Y,1661,154.311883,2,Gd,598,55.555994,5/2010,Normal,224900
11425,1061.416775,Pave,1Fam,5,6,1954,1954,Gable,TA,TA,CBlock,1008,93.646224,GasA,Gd,Y,1008,93.646224,1,TA,275,25.548325,7/2006,Normal,137000
13265,1232.358295,Pave,1Fam,8,5,2002,2002,Hip,Gd,TA,PConc,1568,145.671904,GasA,Ex,Y,1689,156.913167,2,Gd,857,79.617871,7/2008,Normal,271000
8816,819.032848,Pave,1Fam,6,7,1971,1971,Gable,TA,TA,CBlock,1010,93.83203,GasA,Gd,Y,1052,97.733956,1,TA,440,40.87732,6/2010,Normal,155000
6371,591.885013,Pave,TwnhsE,7,5,2009,2010,Gable,Gd,TA,PConc,1358,126.162274,GasA,Ex,Y,1358,126.162274,2,Gd,484,44.965052,6/2010,Partial,224000
7226,671.317078,Pave,1Fam,7,5,2003,2003,Gable,Gd,TA,PConc,798,74.136594,GasA,Ex,Y,1640,152.36092,3,Gd,595,55.277285,6/2008,Normal,183000
6000,557.418,Pave,2fmCon,4,4,1953,1953,Gable,Fa,TA,CBlock,936,86.957208,GasA,TA,N,936,86.957208,1,TA,576,53.512128,2/2009,Normal,93000
12394,1151.439782,Pave,1Fam,7,5,2003,2003,Gable,Gd,TA,PConc,847,78.688841,GasA,Ex,Y,1733,161.000899,3,Gd,433,40.226999,10/2007,Family,225000
9900,919.7397,Pave,1Fam,6,7,1940,1950,Gable,TA,TA,BrkTil,778,72.278534,GasA,TA,Y,1489,138.332567,2,TA,240,22.29672,7/2009,Normal,139500
11216,1042.000048,Pave,1Fam,8,5,2006,2006,Gable,Gd,TA,PConc,1489,138.332567,GasA,Ex,Y,1489,138.332567,2,Gd,776,72.092728,6/2006,Partial,232600
14803,1375.243109,Pave,1Fam,10,5,2007,2008,Hip,Ex,TA,PConc,2078,193.052434,GasA,Ex,Y,2084,193.609852,2,Ex,1220,113.34166,6/2008,Partial,385000
6130,569.49539,Pave,1Fam,5,6,1924,1950,Gable,TA,TA,BrkTil,784,72.835952,GasA,Gd,Y,784,72.835952,1,Gd,0,0.0,5/2008,Normal,109500
8529,792.369687,Pave,1Fam,7,5,2001,2001,Gable,Gd,TA,PConc,1454,135.080962,GasA,Ex,Y,1434,133.222902,2,Gd,527,48.959881,4/2009,Normal,189000
28698,2666.130294,Pave,1Fam,5,5,1967,1967,Flat,TA,TA,PConc,1013,94.110739,GasA,TA,Y,2126,197.511778,3,TA,538,49.981814,6/2009,Abnorml,185000
2544,236.345232,Pave,Twnhs,7,5,2005,2005,Gable,Gd,TA,PConc,600,55.7418,GasA,Ex,Y,1223,113.620369,3,Gd,480,44.59344,7/2006,Normal,147400
11900,1105.5457,Pave,1Fam,6,5,1957,1957,Gable,TA,TA,CBlock,1392,129.320976,GasA,TA,Y,1392,129.320976,2,TA,458,42.549574,6/2008,Normal,166000
3180,295.43154,Pave,TwnhsE,7,5,2005,2005,Gable,TA,TA,PConc,600,55.7418,GasA,Ex,Y,1200,111.4836,3,Gd,480,44.59344,6/2006,Normal,151000
9548,887.037844,Pave,1Fam,7,6,2003,2003,Gable,Gd,TA,PConc,941,87.421723,GasA,Ex,Y,1829,169.919587,3,Gd,613,56.949539,1/2010,Normal,237000
10004,929.401612,Pave,1Fam,6,6,1964,1964,Gable,TA,TA,CBlock,1516,140.840948,GasA,TA,Y,1516,140.840948,2,TA,472,43.850216,2/2009,Normal,167000
7875,731.611125,Pave,1Fam,5,6,1961,1961,Gable,TA,TA,CBlock,1144,106.281032,GasA,Gd,Y,1144,106.281032,1,TA,456,42.363768,9/2008,Normal,139950
9600,891.8688,Pave,1Fam,4,7,1950,1995,Gable,TA,TA,CBlock,1067,99.127501,GasA,TA,Y,1067,99.127501,2,Gd,436,40.505708,2/2010,Normal,128000
8100,752.5143,Pave,1Fam,5,6,1948,1973,Gable,TA,TA,BrkTil,1559,144.835777,GasA,Gd,Y,1559,144.835777,1,TA,812,75.437236,6/2007,Normal,153500
1680,156.07704,Pave,Twnhs,6,5,1973,1973,Gable,TA,TA,CBlock,483,44.872149,GasA,TA,Y,987,91.695261,2,TA,264,24.526392,11/2008,Normal,100000
9525,884.901075,Pave,1Fam,5,6,1995,2006,Gable,TA,TA,PConc,1099,102.100397,GasA,Ex,Y,1099,102.100397,2,Gd,352,32.701856,6/2008,Normal,144000
11767,1093.189601,Pave,1Fam,5,6,1946,1995,Gable,TA,TA,CBlock,768,71.349504,GasA,Ex,Y,1200,111.4836,1,TA,240,22.29672,5/2008,Normal,130500
12155,1129.235965,Pave,1Fam,6,8,1925,1950,Gable,TA,TA,BrkTil,672,62.430816,GasA,TA,N,1482,137.682246,2,Fa,400,37.1612,3/2008,Normal,140000
10440,969.90732,Pave,1Fam,5,8,1904,2002,Gable,TA,TA,PConc,650,60.38695,GasA,Gd,Y,1539,142.977717,2,Gd,686,63.731458,6/2008,Normal,157500
9020,837.98506,Pave,1Fam,6,7,1966,1966,Gable,TA,TA,CBlock,1127,104.701681,GasA,TA,Y,1165,108.231995,2,TA,490,45.52247,5/2008,Normal,174900
8000,743.224,Pave,Duplex,5,4,1961,1961,Gable,TA,TA,CBlock,1800,167.2254,GasA,Ex,N,1800,167.2254,2,TA,0,0.0,7/2007,Normal,141000
12665,1176.616495,Pave,1Fam,5,8,1915,1950,Gable,TA,TA,BrkTil,876,81.383028,GasA,Gd,Y,1416,131.550648,2,TA,720,66.89016,6/2008,Normal,153900
16647,1546.556241,Pave,1Fam,5,5,1975,1981,Gable,TA,TA,CBlock,1390,129.13517,GasA,TA,Y,1701,158.028003,2,TA,611,56.763733,1/2007,Normal,171000
9317,865.577251,Pave,1Fam,7,5,1993,1993,Gable,Gd,TA,PConc,740,68.74822,GasA,Ex,Y,1775,164.902825,3,Gd,425,39.483775,7/2009,Normal,213000
15523,1442.133269,Pave,1Fam,5,6,1972,1972,Gable,TA,TA,CBlock,864,80.268192,GasA,Ex,Y,864,80.268192,1,TA,338,31.401214,8/2009,Normal,133500
45600,4236.3768,Pave,1Fam,6,8,1908,1997,Gable,TA,TA,BrkTil,907,84.263021,GasA,TA,Y,2358,219.065274,3,TA,360,33.44508,9/2008,Normal,240000
9600,891.8688,Pave,1Fam,6,7,1976,1994,Hip,Gd,Gd,CBlock,528,49.052784,GasA,Ex,Y,1855,172.335065,3,TA,512,47.566336,8/2007,Normal,187000
4435,412.024805,Pave,TwnhsE,6,5,2003,2003,Gable,Gd,TA,PConc,848,78.781744,GasA,Ex,Y,848,78.781744,1,Gd,420,39.01926,11/2007,Normal,131500
3196,296.917988,Pave,TwnhsE,8,5,2003,2003,Gable,Gd,TA,PConc,1273,118.265519,GasA,Ex,Y,1456,135.266768,2,Gd,400,37.1612,5/2006,Normal,215000
7128,662.212584,Pave,1Fam,7,5,1941,1950,Gable,TA,Gd,CBlock,918,85.284954,GasA,Gd,Y,1646,152.918338,2,TA,240,22.29672,8/2007,Normal,164000
12095,1123.661785,Pave,1Fam,6,6,1964,1964,Gable,TA,Gd,CBlock,1127,104.701681,GasA,TA,Y,1445,134.244835,2,TA,645,59.922435,8/2009,Normal,158000
17920,1664.82176,Pave,1Fam,5,4,1955,1974,Hip,TA,TA,CBlock,1763,163.787989,GasA,TA,Y,1779,165.274437,2,TA,454,42.177962,7/2006,Abnorml,170000
6897,640.751991,Pave,1Fam,5,8,1962,2010,Gable,TA,Gd,CBlock,1040,96.61912,GasA,Ex,Y,1040,96.61912,2,TA,260,24.15478,4/2010,Normal,127000
10970,1019.14591,Pave,1Fam,6,6,1978,1978,Gable,TA,TA,CBlock,940,87.32882,GasA,TA,Y,1026,95.318478,1,TA,576,53.512128,10/2008,Normal,147000
8125,754.836875,Pave,1Fam,6,5,1994,1995,Gable,TA,TA,PConc,702,65.217906,GasA,Gd,Y,1481,137.589343,3,TA,343,31.865729,3/2009,Normal,174000
10400,966.1912,Pave,1Fam,7,5,1976,1976,Gable,TA,TA,CBlock,1090,101.26427,GasA,TA,Y,1370,127.27711,2,TA,479,44.500537,6/2009,Family,152000
11029,1024.627187,Pave,1Fam,6,7,1968,1984,Gable,TA,TA,CBlock,1054,97.919762,GasA,TA,Y,2654,246.564562,3,Gd,619,57.506957,8/2006,Normal,250000
7642,709.964726,Pave,1Fam,7,8,1918,1998,Gable,Gd,TA,BrkTil,912,84.727536,GasA,Gd,Y,1426,132.479678,2,Gd,216,20.067048,6/2007,Normal,189950
11625,1079.997375,Pave,2fmCon,5,4,1965,1965,Hip,TA,TA,PConc,1039,96.526217,GasA,Ex,Y,1039,96.526217,2,TA,504,46.823112,4/2010,Normal,131500
9672,898.557816,Pave,1Fam,6,5,1984,1985,Hip,TA,TA,PConc,1040,96.61912,GasA,TA,Y,1097,101.914591,2,TA,480,44.59344,5/2010,Normal,152000
7931,736.813693,Pave,1Fam,5,5,1959,1959,Hip,TA,TA,CBlock,1148,106.652644,GasA,TA,Y,1148,106.652644,1,TA,672,62.430816,7/2009,Normal,132500
8640,802.68192,Pave,1Fam,7,5,2007,2008,Gable,Gd,TA,PConc,1372,127.462916,GasA,Ex,Y,1372,127.462916,2,Gd,529,49.145687,5/2008,Partial,250580
8750,812.90125,Pave,1Fam,5,6,1970,1970,Gable,TA,TA,CBlock,1002,93.088806,GasA,TA,Y,1002,93.088806,1,TA,902,83.798506,8/2009,Normal,148500
10656,989.974368,Pave,1Fam,8,5,2006,2007,Gable,Gd,TA,PConc,1638,152.175114,GasA,Ex,Y,1646,152.918338,2,Gd,870,80.82561,11/2007,Partial,248900
6970,647.53391,Pave,1Fam,4,5,1961,1961,Gable,TA,TA,CBlock,1040,96.61912,GasA,TA,Y,1120,104.05136,2,Fa,544,50.539232,5/2007,Normal,129000
14762,1371.434086,Pave,1Fam,5,6,1948,1950,Gable,TA,TA,Slab,0,0.0,GasA,Gd,Y,2320,215.53496,2,TA,672,62.430816,5/2006,Normal,169000
9938,923.270014,Pave,1Fam,7,5,1993,1994,Gable,Gd,TA,PConc,1050,97.54815,GasA,Ex,Y,1949,181.067947,3,Gd,574,53.326322,6/2010,Normal,236000
