model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
unknown,2016.0,22495,Semi-Auto,22436.0,Diesel,145.0,61.4,2.0
 C Class,2018.6666666666667,22597,Semi-Auto,23366.0,Diesel,145.0,65.7,2.4
unknown,2015.0,11795,Manual,81150.0,Diesel,20.0,70.73333333333333,1.5
unknown,2017.0,28999,Semi-Auto,19040.0,Diesel,145.0,56.5,2.0666666666666664
 CLA Class,2016.0,10993,Manual,51838.333333333336,Diesel,20.0,69.46666666666667,2.1
unknown,2017.3333333333333,12990,Automatic,21266.0,Diesel,96.66666666666667,54.3,2.1
 C Class,2015.6666666666667,15990,Automatic,44000.0,Diesel,133.33333333333334,64.2,1.6
unknown,2017.0,18480,Semi-Auto,34609.333333333336,Diesel,100.0,64.2,2.1
 V Class,2018.6666666666667,48251,Automatic,7505.0,Diesel,145.0,45.6,1.4333333333333333
 A Class,2015.0,13822,Automatic,27467.0,Diesel,138.33333333333334,74.3,1.5
 E Class,2019.0,25780,Semi-Auto,14136.0,Diesel,145.0,72.4,2.0
unknown,2016.0,19750,Semi-Auto,29000.0,Diesel,30.0,65.7,2.0
 C Class,2019.0,26995,Semi-Auto,1.0,Diesel,148.33333333333334,54.3,1.6
 CL Class,2018.0,23440,Semi-Auto,10180.0,Diesel,146.66666666666666,51.4,2.2
 B Class,2014.0,8990,Semi-Auto,50554.0,Diesel,30.0,64.2,1.5
unknown,2018.0,26395,Semi-Auto,6761.333333333333,Diesel,146.66666666666666,57.7,2.0
 CL Class,2018.6666666666667,19000,Semi-Auto,3116.0,Diesel,145.0,67.3,2.1
 GLA Class,2018.6666666666667,22480,Semi-Auto,17392.0,Diesel,145.0,56.5,2.3333333333333335
 B Class,2018.6666666666667,22390,Manual,4814.666666666667,Petrol,145.0,45.6,1.3
unknown,2014.3333333333333,29900,Automatic,33521.0,Petrol,145.0,34.5,4.0
unknown,2019.0,29950,Automatic,5822.0,Diesel,145.0,45.6,1.3
 E Class,2017.0,38780,Automatic,16023.666666666666,Diesel,145.0,57.7,2.0
 C Class,2019.0,30149,Automatic,8351.0,Diesel,145.0,54.3,2.0
 GLE Class,2019.0,49499,Semi-Auto,35734.333333333336,Diesel,153.33333333333334,36.7,3.0
 C Class,2017.0,15699,Manual,15252.0,Petrol,96.66666666666667,53.3,2.0
 M Class,2015.0,18789,Automatic,39098.0,Diesel,300.0,39.2,3.0
 V Class,2018.0,19998,Manual,27222.0,Diesel,145.0,46.3,2.1
unknown,2017.0,22260,Semi-Auto,27637.0,Diesel,30.0,64.2,1.9000000000000001
unknown,2016.0,34980,Semi-Auto,31499.0,Petrol,131.66666666666666,34.0,2.0666666666666664
 GLC Class,2016.0,23490,Semi-Auto,29300.0,Diesel,125.0,64.7,2.1
unknown,2015.3333333333333,1695,Automatic,34910.0,Petrol,300.0,33.6,1.8
 E Class,2018.0,29750,Automatic,7301.666666666667,Diesel,145.0,57.7,1.7
unknown,2019.0,31490,Semi-Auto,3270.0,Diesel,145.0,44.8,2.0
 E Class,2011.0,9250,Automatic,76508.0,Diesel,138.33333333333334,45.6,2.1
 C Class,2019.0,41880,Automatic,151.0,Petrol,145.0,29.7,3.0
unknown,2019.0,26099,Semi-Auto,9060.0,Diesel,145.0,51.4,2.2
unknown,2019.3333333333333,23999,Semi-Auto,2300.0,Petrol,145.0,46.1,1.3
 A Class,2018.0,16290,Manual,15720.0,Diesel,145.0,67.33333333333333,1.8666666666666665
 B Class,2017.0,14542,Manual,16274.0,Diesel,61.666666666666664,68.9,1.5
 E Class,2017.3333333333333,27999,Semi-Auto,15907.0,Diesel,145.0,67.3,2.0
 A Class,2018.0,18500,Semi-Auto,34609.333333333336,Diesel,145.0,68.9,2.1
 SLK,2018.0,12995,Other,39000.0,Diesel,150.0,56.5,2.1
 C Class,2017.0,24980,Automatic,27965.333333333332,Diesel,145.0,58.06666666666666,2.0
 GLA Class,2017.0,19399,Manual,12471.0,Diesel,138.33333333333334,64.2,2.1
 CL Class,2018.0,17500,Automatic,22742.0,Diesel,145.0,45.86666666666667,2.1
 GLC Class,2020.0,72990,Semi-Auto,9781.333333333334,Petrol,150.0,22.1,2.433333333333333
unknown,2020.0,27995,Semi-Auto,100.0,Diesel,145.0,30.799999999999997,1.5
 CLS Class,2015.0,18680,Automatic,50456.0,Diesel,160.0,51.4,3.0
 A Class,2018.0,20000,Automatic,11959.0,Petrol,145.0,53.3,1.3
unknown,2017.0,41480,Semi-Auto,11096.0,Diesel,150.0,55.26666666666667,2.533333333333333
 A Class,2018.3333333333333,14312,Manual,27925.0,Petrol,150.0,50.4,2.3666666666666667
unknown,2019.0,19720,Manual,14780.0,Petrol,145.0,28.5,1.3
 M Class,2004.0,1995,Semi-Auto,165000.0,Petrol,330.0,20.0,3.7
unknown,2017.3333333333333,36791,Automatic,15907.0,Diesel,145.0,64.2,2.0
 GLC Class,2019.0,39750,Semi-Auto,4612.0,Petrol,145.0,46.333333333333336,1.9333333333333333
unknown,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 GLA Class,2017.0,14990,Manual,32028.0,Diesel,131.66666666666666,62.8,2.1
 B Class,2018.6666666666667,21250,Semi-Auto,11270.0,Petrol,150.0,36.43333333333333,2.4
unknown,2017.0,17480,Semi-Auto,18511.666666666668,Diesel,65.0,65.33333333333333,2.1
 E Class,2017.0,22299,Semi-Auto,19725.0,Diesel,145.0,50.9,1.8333333333333333
unknown,2019.0,31245,Semi-Auto,34609.333333333336,Diesel,145.0,56.5,2.1
 A Class,2015.0,12490,Manual,43000.0,Diesel,20.0,68.9,1.5
 A Class,2019.0,19990,Manual,13862.0,Petrol,145.0,49.73333333333333,1.3
 GLA Class,2015.0,15900,Automatic,26619.0,Diesel,125.0,61.199999999999996,2.1
 C Class,2020.0,34790,Automatic,2653.0,Diesel,145.0,55.4,2.0
 A Class,2019.0,20380,Semi-Auto,12326.0,Diesel,145.0,65.7,1.5
 E Class,2018.3333333333333,19599,Automatic,29570.0,Diesel,30.0,66.26666666666667,2.0
 E Class,2017.0,18298,Semi-Auto,53262.0,Diesel,58.333333333333336,65.7,2.0
unknown,2017.0,32490,Semi-Auto,14352.0,Diesel,150.0,44.8,2.0
 A Class,2014.0,9853,Manual,63381.0,Diesel,143.33333333333334,62.8,1.7333333333333334
 C Class,2015.6666666666667,27980,Semi-Auto,4833.0,Diesel,131.66666666666666,60.1,1.6
unknown,2019.0,29799,Semi-Auto,9146.666666666666,Diesel,145.0,57.7,1.5999999999999999
 E Class,2018.6666666666667,21399,Automatic,20650.0,Diesel,145.0,62.800000000000004,2.0
 S Class,2016.3333333333333,25460,Automatic,46557.666666666664,Diesel,205.0,47.9,3.0
 C Class,2019.0,30995,Automatic,4008.6666666666665,Petrol,145.0,56.833333333333336,2.0
 CL Class,2016.0,20500,Semi-Auto,31423.666666666668,Petrol,200.0,41.5,2.0
unknown,2013.0,32249,Automatic,53385.666666666664,Petrol,325.0,31.7,3.0
 E Class,2014.0,11999,Automatic,56477.0,Diesel,30.0,64.26666666666667,2.1
unknown,2017.3333333333333,23980,Semi-Auto,15907.0,Diesel,145.0,55.4,2.0
 C Class,2019.0,31480,Semi-Auto,16.0,Diesel,145.0,64.93333333333332,2.0
 E Class,2017.0,20998,Semi-Auto,16016.0,Diesel,145.0,46.866666666666674,2.0
unknown,2019.0,26999,Semi-Auto,6134.0,Diesel,150.0,72.4,2.0
 C Class,2017.0,21495,Semi-Auto,17442.0,Diesel,145.0,58.9,2.0
unknown,2019.0,18748,Automatic,14587.0,Diesel,145.0,68.9,2.033333333333333
 A Class,2018.0,17999,Automatic,33450.333333333336,Diesel,145.0,70.6,2.1
 GLA Class,2019.0,23799,Semi-Auto,7836.0,Diesel,145.0,67.3,2.1
 E Class,2017.0,32695,Semi-Auto,42824.333333333336,Petrol,145.0,33.6,3.0
unknown,2016.0,15000,Semi-Auto,84000.0,Diesel,20.0,67.3,2.1
 GLC Class,2016.0,26480,Semi-Auto,35011.0,Diesel,125.0,56.5,2.1
 GLC Class,2016.0,24995,Automatic,21600.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,31995,Semi-Auto,7992.0,Diesel,145.0,68.13333333333334,2.0
unknown,2018.6666666666667,32749,Semi-Auto,1000.0,Diesel,145.0,44.8,2.0
 SLK,2007.6666666666667,6850,Automatic,65000.0,Petrol,298.3333333333333,28.0,3.5
 A Class,2014.0,11250,Semi-Auto,58500.0,Diesel,30.0,58.0,1.5
 A Class,2019.0,25490,Automatic,6224.0,Diesel,145.0,56.5,2.0
 E Class,2019.0,28866,Automatic,13089.0,Diesel,145.0,64.36666666666667,2.0
 A Class,2019.0,22990,Semi-Auto,11520.0,Petrol,145.0,64.76666666666667,1.7
unknown,2017.0,13990,Semi-Auto,61647.0,Diesel,13.333333333333334,74.3,1.8666666666666665
 C Class,2019.6666666666667,25449,Semi-Auto,13197.0,Petrol,146.66666666666666,47.1,1.5999999999999999
 B Class,2011.0,4295,Automatic,61400.0,Diesel,200.0,50.4,2.0
 CLS Class,2019.0,44999,Semi-Auto,6465.0,Diesel,145.0,52.46666666666667,2.033333333333333
 C Class,2019.0,27990,Automatic,5225.0,Petrol,145.0,47.1,1.5
 C Class,2018.6666666666667,28990,Semi-Auto,2000.0,Diesel,145.0,64.93333333333332,2.0
unknown,2013.0,15000,Semi-Auto,37054.0,Diesel,165.0,49.6,2.533333333333333
 A Class,2017.0,19480,Semi-Auto,22000.0,Diesel,145.0,68.9,2.1
 A Class,2019.0,23700,Semi-Auto,8829.0,Diesel,145.0,62.8,1.5
 CL Class,2017.0,16699,Manual,27511.333333333332,Diesel,65.0,67.3,2.1
 A Class,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 C Class,2016.0,24948,Automatic,26487.0,Diesel,30.0,65.7,2.1
 C Class,2017.0,27995,Automatic,4495.0,Petrol,145.0,47.1,2.0
 E Class,2013.0,15499,Automatic,36813.0,Petrol,260.0,37.2,2.533333333333333
 C Class,2014.0,14990,Semi-Auto,34609.333333333336,Diesel,125.0,60.1,2.1
unknown,2015.6666666666667,17880,Semi-Auto,20019.0,Diesel,125.0,56.6,1.9333333333333336
 C Class,2019.0,28980,Automatic,5500.0,Diesel,145.0,60.1,2.0
 CLA Class,2015.0,15000,Automatic,27778.0,Diesel,138.33333333333334,62.8,2.1
 C Class,2019.0,25499,Semi-Auto,15414.0,Diesel,145.0,64.36666666666667,2.033333333333333
 GLE Class,2017.0,36999,Semi-Auto,10946.0,Petrol,305.0,32.8,3.0
 C Class,2016.0,22900,Automatic,33821.0,Diesel,30.0,58.73333333333333,2.1
 C Class,2018.0,24999,Automatic,9695.0,Diesel,145.0,63.63333333333333,2.0
 A Class,2019.0,18499,Semi-Auto,15383.0,Diesel,145.0,65.7,1.5
 C Class,2016.0,18610,Automatic,14750.0,Diesel,30.0,64.2,2.1
 C Class,2018.6666666666667,67199,Semi-Auto,3144.0,Petrol,145.0,46.633333333333326,4.0
 GLC Class,2018.6666666666667,25991,Semi-Auto,8302.333333333334,Diesel,145.0,56.5,2.1
 A Class,2016.0,11998,Semi-Auto,54060.0,Diesel,30.0,64.2,2.1
unknown,2019.0,25999,Semi-Auto,13269.0,Diesel,145.0,61.4,2.033333333333333
unknown,2017.0,18048,Automatic,27389.333333333332,Diesel,30.0,70.6,2.1
 B Class,2020.0,22440,Automatic,13845.0,Petrol,145.0,45.56666666666666,1.3
 CL Class,2018.6666666666667,17000,Semi-Auto,52000.0,Petrol,150.0,46.833333333333336,1.6
 A Class,2019.0,23980,Semi-Auto,9.0,Petrol,145.0,51.833333333333336,1.3
unknown,2016.0,17495,Semi-Auto,38123.0,Diesel,125.0,56.5,1.7333333333333334
 SL CLASS,2018.3333333333333,20659,Automatic,6573.0,Diesel,150.0,70.6,2.3666666666666667
 C Class,2018.6666666666667,28990,Automatic,3635.0,Diesel,145.0,64.2,2.0
 CLS Class,2019.0,12500,Automatic,52572.0,Diesel,200.0,46.3,3.0
 CL Class,2015.0,16999,Automatic,39795.0,Diesel,65.0,61.166666666666664,2.1
 C Class,2018.6666666666667,29249,Semi-Auto,1768.0,Diesel,145.0,57.7,2.3333333333333335
 A Class,2016.0,15905,Automatic,42886.0,Diesel,20.0,68.9,2.1
 E Class,2017.3333333333333,22399,Semi-Auto,15907.0,Diesel,145.0,65.7,2.0
unknown,2019.0,29980,Semi-Auto,8709.0,Diesel,145.0,57.7,2.0
 C Class,2018.3333333333333,26890,Semi-Auto,14085.0,Diesel,145.0,56.5,2.0
 CL Class,2017.0,19990,Semi-Auto,22299.0,Diesel,150.0,67.3,2.1
 B Class,2005.0,2490,Automatic,101980.0,Diesel,163.33333333333334,47.9,2.6333333333333333
unknown,2019.0,28480,Semi-Auto,14827.0,Diesel,145.0,64.36666666666667,2.0
 C Class,2015.0,13599,Automatic,44598.0,Diesel,30.0,64.2,2.1
 A Class,2013.0,10891,Manual,30308.0,Diesel,20.0,72.4,1.5
 CL Class,2019.0,27249,Semi-Auto,1000.0,Petrol,145.0,65.53333333333333,2.0
 C Class,2018.3333333333333,22995,Automatic,19044.0,Hybrid,145.0,64.23333333333333,2.0
 CL Class,2017.0,17565,Semi-Auto,43496.0,Diesel,20.0,70.6,2.1
 C Class,2016.0,16495,Semi-Auto,28304.0,Diesel,30.0,65.7,1.6
 E Class,2015.0,27985,Automatic,40988.0,Petrol,115.0,55.76666666666667,5.5
 M Class,2018.3333333333333,19420,Semi-Auto,42218.0,Diesel,200.0,46.3,2.1
 C Class,2018.6666666666667,20995,Automatic,32664.0,Petrol,145.0,59.16666666666668,2.0
 A Class,2019.3333333333333,15899,Automatic,8183.666666666667,Petrol,145.0,47.4,1.3
 C Class,2019.0,31495,Automatic,3500.0,Diesel,145.0,48.7,2.0
 A Class,2019.3333333333333,25890,Automatic,2858.0,Petrol,145.0,47.9,1.3
unknown,2017.0,16750,Semi-Auto,20000.0,Diesel,145.0,65.7,2.1
 C Class,2019.0,25699,Semi-Auto,11738.0,Petrol,145.0,49.73333333333333,1.5
unknown,2019.0,26049,Semi-Auto,14067.0,Diesel,145.0,51.4,2.2
 C Class,2019.0,25749,Semi-Auto,6766.666666666667,Petrol,145.0,47.1,1.5
unknown,2018.3333333333333,23995,Semi-Auto,19300.0,Diesel,30.0,65.7,2.0
 C Class,2016.0,18998,Semi-Auto,28388.0,Diesel,30.0,64.2,1.6
unknown,2018.6666666666667,45895,Semi-Auto,41083.0,Petrol,145.0,32.8,2.3333333333333335
unknown,2019.0,29775,Semi-Auto,6502.0,Diesel,145.0,56.5,1.5999999999999999
 GLE Class,2020.0,48980,Semi-Auto,3999.0,Diesel,145.0,36.7,2.0
unknown,2019.0,19599,Semi-Auto,12067.0,Diesel,145.0,49.73333333333333,1.5
 C Class,2014.0,15998,Semi-Auto,34609.333333333336,Diesel,30.0,64.2,2.1
 C Class,2019.0,20980,Semi-Auto,11412.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,25399,Automatic,6612.0,Petrol,145.0,52.46666666666667,1.5
 SL CLASS,2018.6666666666667,33980,Semi-Auto,382.0,Petrol,145.0,36.7,2.0
 B Class,2016.0,11495,Manual,29670.0,Diesel,20.0,70.6,1.5
unknown,2018.6666666666667,41400,Semi-Auto,770.0,Petrol,145.0,33.7,2.0
 C Class,2016.0,36981,Semi-Auto,20500.0,Petrol,100.0,34.5,2.0
 C Class,2018.6666666666667,26950,Semi-Auto,10798.0,Diesel,145.0,57.7,2.3666666666666667
 V Class,2018.0,19998,Manual,16146.0,Diesel,145.0,46.3,2.1
 GLC Class,2017.0,29495,Semi-Auto,29000.0,Diesel,145.0,56.5,2.0666666666666664
 C Class,2015.0,16270,Automatic,38444.0,Petrol,145.0,49.6,2.0
unknown,2017.0,18998,Semi-Auto,26866.0,Diesel,30.0,64.2,2.1
 B Class,2018.6666666666667,23979,Semi-Auto,5425.0,Diesel,145.0,68.6,2.0
unknown,2019.0,41174,Semi-Auto,5387.0,Diesel,145.0,36.7,3.0
unknown,2018.6666666666667,19991,Semi-Auto,13570.0,Petrol,145.0,53.3,1.3
 A Class,2016.0,15498,Semi-Auto,21107.0,Diesel,20.0,62.53333333333334,1.5
 E Class,2018.6666666666667,21499,Semi-Auto,7088.333333333333,Diesel,145.0,67.3,1.4333333333333333
 C Class,2019.0,27826,Automatic,4008.6666666666665,Petrol,145.0,56.833333333333336,2.0
 C Class,2015.0,16122,Semi-Auto,46522.0,Diesel,30.0,62.93333333333334,2.1
 A Class,2019.0,19182,Semi-Auto,7807.0,Diesel,145.0,65.7,1.5
unknown,2017.0,21499,Semi-Auto,16247.0,Petrol,96.66666666666667,47.9,2.0
 E Class,2018.6666666666667,22499,Semi-Auto,19493.0,Diesel,145.0,65.7,2.0
 E Class,2019.0,37899,Semi-Auto,8482.0,Diesel,145.0,43.76666666666667,3.0
 X-CLASS,2018.0,28990,Automatic,31621.333333333332,Diesel,240.0,55.93333333333333,2.3
 X-CLASS,2018.3333333333333,21990,Automatic,10633.333333333334,Diesel,260.0,35.8,2.3
 GLA Class,2017.0,18792,Manual,14864.0,Diesel,145.0,67.3,2.033333333333333
 A Class,2020.0,22490,Automatic,3521.0,Diesel,145.0,56.5,2.0
 GLS Class,2019.0,48502,Automatic,10721.0,Diesel,145.0,37.2,2.033333333333333
unknown,2019.0,3890,Automatic,9613.333333333334,Petrol,240.0,40.9,1.5
 A Class,2016.0,12500,Manual,21107.0,Diesel,20.0,62.53333333333334,1.5
 C Class,2017.0,23995,Automatic,33867.0,Diesel,85.0,58.9,1.9333333333333336
 V Class,2018.6666666666667,19950,Manual,20981.0,Diesel,145.0,46.3,2.1
 C Class,2017.0,23800,Automatic,13800.0,Diesel,30.0,53.63333333333333,2.1
 B Class,2017.3333333333333,24419,Semi-Auto,15907.0,Diesel,145.0,55.4,2.0
unknown,2015.0,14499,Semi-Auto,14807.0,Diesel,20.0,60.1,2.1
 GLC Class,2016.0,25432,Semi-Auto,45490.0,Diesel,100.0,56.5,1.8666666666666665
 GLC Class,2018.6666666666667,76699,Semi-Auto,7088.333333333333,Petrol,145.0,21.6,1.4333333333333333
 A Class,2017.0,16980,Automatic,9454.666666666666,Petrol,146.66666666666666,52.3,1.6
unknown,2019.0,18499,Semi-Auto,14736.0,Diesel,145.0,65.7,2.0
unknown,2019.0,24899,Semi-Auto,3752.0,Diesel,145.0,68.6,2.0
 B Class,2017.0,14799,Automatic,30431.0,Diesel,20.0,68.9,2.1
unknown,2018.6666666666667,43199,Semi-Auto,33531.333333333336,Petrol,145.0,29.1,3.0
 A Class,2018.6666666666667,23980,Manual,16.0,Petrol,145.0,47.1,2.3666666666666667
 GLA Class,2019.0,22480,Semi-Auto,12623.0,Diesel,145.0,67.3,2.1
 E Class,2018.3333333333333,35400,Automatic,7088.333333333333,Diesel,145.0,42.8,1.9333333333333333
 C Class,2018.6666666666667,27462,Automatic,13258.0,Petrol,145.0,44.1,2.0
 GLA Class,2015.6666666666667,19999,Semi-Auto,26554.0,Diesel,125.0,56.5,2.1
unknown,2018.6666666666667,21799,Manual,3253.0,Petrol,145.0,28.5,1.3
 C Class,2019.0,30500,Semi-Auto,3180.0,Diesel,145.0,57.7,2.0
 A Class,2015.3333333333333,11199,Automatic,86662.0,Diesel,20.0,64.2,2.1
 E Class,2019.0,31745,Automatic,4282.0,Diesel,145.0,65.39999999999999,2.3333333333333335
 E Class,2020.0,35409,Semi-Auto,1000.0,Diesel,145.0,45.6,2.0
 C Class,2019.0,31999,Automatic,3681.0,Diesel,145.0,64.2,2.0
 A Class,2017.0,12920,Manual,21816.333333333332,Diesel,20.0,72.4,1.5
 A Class,2018.0,20944,Automatic,12786.0,Petrol,145.0,43.4,1.6
 A Class,2018.0,15800,Manual,17667.0,Petrol,150.0,49.6,1.6
 GLA Class,2019.0,25495,Semi-Auto,6801.0,Petrol,150.0,48.166666666666664,2.3333333333333335
 E Class,2017.0,20940,Semi-Auto,17227.0,Diesel,20.0,72.4,1.8333333333333333
 A Class,2017.0,15889,Manual,21891.0,Diesel,145.0,51.833333333333336,2.1
 GLA Class,2016.0,15490,Manual,34609.333333333336,Diesel,30.0,64.2,2.1
 C Class,2019.0,28899,Semi-Auto,5689.0,Petrol,145.0,44.1,2.0
unknown,2018.3333333333333,14450,Semi-Auto,19598.0,Petrol,125.0,53.3,2.0
 C Class,2018.6666666666667,19940,Semi-Auto,18882.0,Diesel,145.0,61.4,2.3333333333333335
 SLK,2015.0,17480,Semi-Auto,24128.666666666668,Diesel,30.0,70.6,2.0
unknown,2019.0,25849,Semi-Auto,10977.0,Petrol,145.0,64.76666666666667,1.5
unknown,2019.3333333333333,72995,Semi-Auto,500.0,Petrol,145.0,22.4,4.0
 A Class,2018.0,22980,Semi-Auto,5999.0,Diesel,145.0,65.7,1.5
 C Class,2018.0,21695,Automatic,7301.666666666667,Petrol,145.0,46.3,1.7
 C Class,2018.6666666666667,20449,Semi-Auto,13755.0,Diesel,145.0,61.4,2.0
 SLK,2012.0,10499,Automatic,34609.333333333336,Diesel,145.0,56.5,2.1
 SL CLASS,2019.0,47789,Automatic,2000.0,Petrol,145.0,64.36666666666666,1.6666666666666667
 E Class,2016.0,18649,Semi-Auto,26809.0,Diesel,145.0,56.5,2.033333333333333
unknown,2016.0,49948,Automatic,6200.0,Petrol,555.0,28.0,5.5
 E Class,2016.0,20264,Automatic,26644.0,Diesel,165.0,50.4,3.0
 V Class,2019.0,44990,Automatic,1099.0,Diesel,145.0,61.166666666666664,2.2
 GLA Class,2018.6666666666667,23000,Semi-Auto,10808.0,Diesel,145.0,56.5,2.3666666666666667
unknown,2017.3333333333333,15391,Manual,62900.333333333336,Diesel,20.0,70.6,2.1
 B Class,2019.0,22699,Semi-Auto,12706.0,Petrol,145.0,49.73333333333333,1.3
unknown,2017.0,20500,Automatic,18511.666666666668,Diesel,65.0,65.33333333333333,2.1
unknown,2017.0,24989,Automatic,10776.0,Diesel,145.0,58.9,2.0
unknown,2017.0,27000,Automatic,41235.666666666664,Diesel,265.0,42.8,3.0
 A Class,2017.6666666666667,15450,Manual,20500.0,Petrol,150.0,51.4,1.6
 M Class,2015.0,23995,Semi-Auto,34609.333333333336,Diesel,125.0,39.2,2.1
unknown,2017.0,26925,Semi-Auto,40293.333333333336,Diesel,145.0,55.03333333333333,3.0
 GLC Class,2018.6666666666667,26995,Semi-Auto,21500.0,Diesel,145.0,56.5,2.1
 B Class,2019.0,21499,Semi-Auto,6502.0,Petrol,145.0,45.6,1.5999999999999999
 C Class,2020.0,39981,Semi-Auto,4065.0,Diesel,145.0,57.7,2.0
 GLC Class,2019.0,41570,Semi-Auto,8892.0,Diesel,145.0,63.63333333333333,2.0
unknown,2018.6666666666667,12500,Automatic,19392.666666666668,Diesel,145.0,68.9,1.5
unknown,2019.0,22499,Semi-Auto,10478.0,Petrol,145.0,45.6,1.3
 GLC Class,2019.0,42676,Semi-Auto,11491.666666666666,Diesel,163.33333333333334,49.53333333333333,2.0
 E Class,2017.6666666666667,19489,Semi-Auto,14228.0,Diesel,103.33333333333333,56.5,2.1
unknown,2017.0,13100,Manual,22716.0,Petrol,96.66666666666667,53.3,2.0
unknown,2015.0,15790,Semi-Auto,25760.0,Petrol,125.0,50.4,2.0
unknown,2017.0,20100,Automatic,17059.0,Diesel,88.33333333333333,65.7,2.1
 C Class,2016.3333333333333,13999,Semi-Auto,26123.666666666668,Diesel,20.0,68.9,2.1
 GLC Class,2016.0,24995,Automatic,36000.0,Diesel,58.333333333333336,86.10000000000001,2.1
 E Class,2018.6666666666667,24966,Automatic,12982.0,Diesel,145.0,64.36666666666667,2.0
 A Class,2015.0,12490,Manual,35000.0,Diesel,30.0,62.8,2.1
 A Class,2019.0,24987,Manual,11600.0,Petrol,145.0,47.1,1.3
 GLE Class,2019.0,53990,Automatic,5214.0,Diesel,145.0,32.5,2.0
 GLA Class,2018.6666666666667,22300,Semi-Auto,10693.0,Diesel,145.0,67.3,2.3666666666666667
unknown,2014.0,9500,Manual,52220.0,Diesel,0.0,64.03333333333335,1.5
 SL CLASS,2019.0,80650,Automatic,221.0,Petrol,145.0,28.0,5.5
 E Class,2017.0,21399,Semi-Auto,27965.333333333332,Diesel,145.0,58.06666666666666,2.0
unknown,2017.0,13100,Manual,34758.0,Diesel,145.0,53.96666666666666,2.1
 C Class,2019.0,31199,Automatic,4842.0,Petrol,145.0,49.26666666666667,1.5
 C Class,2018.6666666666667,23990,Automatic,15257.0,Petrol,145.0,49.73333333333333,1.5
unknown,2017.0,38000,Automatic,45898.666666666664,Diesel,150.0,37.2,3.0
 GLC Class,2019.0,32199,Semi-Auto,6502.0,Diesel,145.0,41.5,1.5999999999999999
unknown,2019.0,26999,Semi-Auto,8510.0,Petrol,145.0,47.1,1.5
unknown,2016.6666666666667,23904,Automatic,16023.666666666666,Diesel,145.0,56.5,2.0
unknown,2019.0,154998,Automatic,3000.0,Petrol,145.0,21.4,4.0
unknown,2014.0,10490,Manual,21107.0,Diesel,20.0,53.833333333333336,1.5
 GLA Class,2015.0,13795,Automatic,46457.0,Diesel,20.0,63.29999999999999,2.1
 B Class,2019.0,26395,Semi-Auto,8612.0,Diesel,145.0,54.3,2.0
 C Class,2015.0,14999,Manual,42785.0,Diesel,20.0,68.9,2.1
 C Class,2016.0,17950,Automatic,20005.0,Diesel,30.0,64.2,2.1
 C Class,2017.0,21498,Semi-Auto,34609.333333333336,Diesel,30.0,64.2,2.1
unknown,2019.0,26299,Semi-Auto,11534.0,Diesel,145.0,51.4,2.2
 A Class,2017.6666666666667,12499,Manual,24807.666666666668,Diesel,145.0,62.8,2.1
 C Class,2018.6666666666667,31664,Automatic,7088.333333333333,Petrol,145.0,35.8,1.4333333333333333
 CLS Class,2011.0,12995,Automatic,54000.0,Diesel,200.0,46.3,3.0
 C Class,2016.0,14500,Semi-Auto,54000.0,Diesel,100.0,65.2,2.1
 V Class,2018.0,18998,Manual,24043.0,Diesel,150.0,63.699999999999996,2.3666666666666667
 GLC Class,2019.0,35722,Automatic,8380.0,Diesel,145.0,66.4,1.6666666666666667
 CLS Class,2014.0,24980,Semi-Auto,22878.0,Diesel,160.0,50.333333333333336,2.533333333333333
 A Class,2015.3333333333333,17490,Manual,13297.0,Petrol,151.66666666666666,51.4,2.4
 A Class,2015.0,16699,Manual,23052.0,Diesel,20.0,68.9,1.5
 A Class,2016.0,15000,Manual,30761.0,Diesel,30.0,62.8,2.1
 E Class,2018.0,20000,Automatic,31215.0,Diesel,145.0,72.4,2.0
 C Class,2015.0,16729,Automatic,30701.0,Diesel,96.66666666666667,64.2,2.1
 C Class,2020.0,30500,Semi-Auto,100.0,Diesel,145.0,64.2,2.0
 A Class,2018.0,18000,Automatic,39281.0,Diesel,146.66666666666666,59.9,0.0
 C Class,2019.0,25599,Automatic,11664.0,Petrol,145.0,47.1,1.5
unknown,2015.0,23499,Automatic,58786.0,Petrol,200.0,39.8,2.0
 C Class,2019.0,20299,Semi-Auto,14316.0,Petrol,150.0,46.3,2.3333333333333335
unknown,2016.6666666666667,29480,Semi-Auto,21275.0,Diesel,68.33333333333333,65.7,2.1
 E Class,2016.0,13488,Automatic,85121.0,Diesel,125.0,65.5,2.1
 E Class,2013.0,10990,Automatic,38219.666666666664,Diesel,100.0,54.3,1.9000000000000001
 A Class,2014.6666666666667,10788,Manual,65000.0,Diesel,20.0,69.10000000000001,1.5
 S Class,2019.0,59995,Automatic,2000.0,Diesel,145.0,48.7,3.0
 C Class,2019.0,27999,Automatic,4008.6666666666665,Petrol,145.0,56.833333333333336,2.0
 X-CLASS,2019.3333333333333,25491,Automatic,6984.333333333333,Diesel,265.0,35.8,2.3
