model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
,2015,16490,Semi-Auto,53126,Diesel,30,64.2,
,,49980,Automatic,17587,Petrol,145,40.9,3.0
,2017,14490,Semi-Auto,42670,Diesel,0,74.3,2.1
 GLA Class,2018,22250,Automatic,13546,Diesel,145,56.5,2.1
 C Class,2017,18979,Semi-Auto,27384,Diesel,30,64.2,2.1
 E Class,2017,19500,Semi-Auto,,Diesel,20,,
 B Class,2016,14490,Semi-Auto,,Diesel,20,68.9,1.5
,2019,30890,Automatic,890,Petrol,,39.8,
 C Class,2019,31890,Automatic,2850,Diesel,,46.3,2.0
 C Class,2019,29889,Automatic,980,Diesel,145,57.7,
 C Class,,27890,Automatic,,Diesel,,60.1,1.6
 C Class,2019,30890,Automatic,,Petrol,145,,2.0
 GLS Class,2018,41994,Automatic,,Diesel,,37.2,3.0
 GLC Class,2019,30500,Semi-Auto,8696,Diesel,,56.5,2.1
,,29490,Semi-Auto,12315,Diesel,145,56.5,2.1
 A Class,,20890,Automatic,,Petrol,145,53.3,
 GLE Class,2018,45890,Automatic,9343,Diesel,145,36.7,
 E Class,,25980,Automatic,3850,Diesel,,67.3,2.0
 E Class,2019,25489,Automatic,7781,Diesel,145,72.4,2.0
,2017,30890,Semi-Auto,,Diesel,200,47.9,2.1
,2017,32980,Automatic,8141,Diesel,145,45.6,2.2
 E Class,,25890,Automatic,9755,Diesel,145,72.4,2.0
 B Class,2019,21890,Automatic,13338,Petrol,145,45.6,
 C Class,,26950,Semi-Auto,10798,Diesel,145,57.7,
,,20490,Semi-Auto,,Diesel,145,70.6,
 SL CLASS,2017,20490,Semi-Auto,8728,Diesel,145,70.6,2.1
 SL CLASS,,47995,Automatic,19425,Petrol,,28.0,5.5
 C Class,,18495,Semi-Auto,,Petrol,145,50.4,2.0
,2017,18795,Semi-Auto,37756,Diesel,30,60.1,2.1
 C Class,2019,23495,Automatic,,Petrol,145,,1.5
,,50995,Automatic,9393,Petrol,145,31.4,4.7
 C Class,,33995,Semi-Auto,18,Petrol,145,42.8,2.0
 C Class,2019,30995,Semi-Auto,,Petrol,145,44.1,
 E Class,,25995,Semi-Auto,7499,Diesel,145,67.3,2.0
,2018,26595,Automatic,9055,Diesel,145,57.7,
,,25890,Automatic,6500,Diesel,145,72.4,2.0
 C Class,,31890,Automatic,3150,Petrol,145,,2.0
 A Class,2019,18450,Automatic,,Diesel,145,68.9,
,,46890,Semi-Auto,,Diesel,145,36.7,3.0
 C Class,,23490,Automatic,16926,Petrol,,,
 C Class,,21189,Automatic,,Diesel,145,60.1,2.1
 C Class,2019,31980,Automatic,,Diesel,145,54.3,2.0
,,28500,Semi-Auto,14188,Diesel,145,58.9,2.0
 C Class,2019,32499,Automatic,,Petrol,,,2.0
 C Class,2019,30889,Automatic,8500,Diesel,145,61.4,
 A Class,,22795,Automatic,1499,Diesel,145,,
 GLA Class,,22495,Automatic,4499,Petrol,,44.8,
 A Class,2020,24495,Automatic,3999,Diesel,145,67.3,1.5
 C Class,2019,29995,Semi-Auto,9,Diesel,145,55.4,2.0
 S Class,2017,49890,Automatic,,Petrol,145,,
 E Class,2018,29750,Automatic,,Diesel,145,57.7,
 C Class,2019,33000,Automatic,2850,Petrol,145,44.1,2.0
,2019,28980,Automatic,,Petrol,145,41.5,
 A Class,2020,44995,Semi-Auto,500,Petrol,,32.8,2.0
 C Class,2020,54995,Semi-Auto,,Petrol,145,29.7,
,2020,49995,Semi-Auto,2000,Petrol,,26.4,3.0
 A Class,,24495,Manual,2999,Petrol,145,28.5,
,2020,39995,Semi-Auto,3999,Petrol,145,32.1,
,,72995,Semi-Auto,500,Petrol,,22.4,4.0
 GLC Class,2020,75995,Semi-Auto,500,Petrol,,,
,,32134,Semi-Auto,24754,Diesel,235,44.8,2.2
,2018,39495,Semi-Auto,,Petrol,,,3.0
 V Class,,32895,Automatic,20751,Diesel,235,44.8,2.2
,2017,33995,Automatic,49439,Petrol,145,36.7,3.0
 A Class,2015,13995,Semi-Auto,,Diesel,20,74.3,
 C Class,2019,42995,Semi-Auto,,Petrol,,29.7,3.0
 C Class,2017,36895,Semi-Auto,,Petrol,,33.6,4.0
 C Class,2019,27995,Automatic,6206,Diesel,145,56.5,
,,17990,Semi-Auto,30807,Diesel,150,74.3,1.5
 C Class,2019,30890,Automatic,,Diesel,145,61.4,2.0
,2016,17979,Semi-Auto,31574,Diesel,30,,2.1
 A Class,2017,16489,Manual,10192,Diesel,145,68.9,1.5
,2019,34970,Automatic,,Petrol,145,38.7,2.0
 CLS Class,,23980,Semi-Auto,26747,Diesel,145,51.4,3.0
 GLE Class,,51890,Semi-Auto,,Petrol,,,
 GLE Class,,47979,Semi-Auto,,Diesel,145,,2.0
,2019,27889,Automatic,6250,Petrol,,43.5,
 C Class,2019,27889,Semi-Auto,10111,Diesel,,61.4,2.0
 C Class,2019,35000,Automatic,,Petrol,145,42.2,2.0
 C Class,2019,32499,Automatic,3250,Petrol,,44.1,2.0
 C Class,2019,32499,Automatic,1800,Petrol,145,44.1,2.0
,2018,34749,Automatic,,Diesel,145,41.5,3.0
 GLC Class,2018,25890,Automatic,9848,Diesel,145,56.5,
 B Class,2019,21890,Semi-Auto,12247,Petrol,145,45.6,1.3
 GLC Class,2019,32890,Semi-Auto,9948,Diesel,,,
,,19950,Semi-Auto,,Petrol,145,45.6,1.3
 C Class,2019,30890,Automatic,,Diesel,,61.4,2.0
 C Class,2019,29990,Automatic,,Diesel,,61.4,2.0
 C Class,2019,26499,Manual,890,Diesel,145,64.2,1.6
 E Class,2019,26499,Automatic,,Diesel,145,,
 C Class,,31945,Automatic,34765,Petrol,260,35.3,
 GLA Class,2018,20995,Semi-Auto,13133,Diesel,145,56.5,2.1
,2017,19995,Manual,10161,Petrol,125,51.4,1.6
 E Class,2019,47995,Automatic,,Petrol,145,31.7,3.0
 SL CLASS,2019,49995,Automatic,8996,Petrol,145,31.4,4.7
 C Class,,27195,Automatic,,Diesel,145,57.7,2.0
 GLE Class,,26295,Semi-Auto,,Diesel,260,42.8,3.0
 E Class,2019,39995,Semi-Auto,5000,Petrol,,,2.0
 GLE Class,2019,45995,Automatic,3999,Diesel,145,36.7,2.0
 C Class,2019,61995,Automatic,100,Petrol,145,27.2,4.0
,,15895,Semi-Auto,44874,Diesel,,,2.1
 A Class,2015,12245,Manual,,Diesel,,72.4,
,2018,30995,Semi-Auto,5514,Petrol,145,,2.0
 C Class,2016,21895,Semi-Auto,20651,Diesel,20,67.3,2.1
 GLC Class,2019,31995,Automatic,5999,Diesel,145,44.8,2.0
,,61495,Automatic,1499,Petrol,145,34.5,4.0
 GLE Class,2019,39495,Semi-Auto,1795,Diesel,145,42.8,3.0
 C Class,2019,29995,Automatic,2343,Diesel,145,61.4,
 C Class,2019,31995,Automatic,2568,Petrol,145,44.1,2.0
 C Class,2019,31995,Automatic,,Petrol,145,44.1,
 C Class,2019,29995,Automatic,,Diesel,145,55.4,
 A Class,,17795,Semi-Auto,24175,Diesel,,,
 C Class,,25995,Automatic,,Diesel,,,
 C Class,2019,28995,Semi-Auto,,Diesel,145,64.2,2.0
 GLC Class,2019,31995,Automatic,100,Diesel,145,44.8,
 GLC Class,2020,49995,Semi-Auto,,Petrol,,27.4,
,2020,22495,Semi-Auto,101,Petrol,145,,
 E Class,2016,22990,Semi-Auto,,Diesel,,,2.0
 SLK,2014,14890,Semi-Auto,35000,Diesel,150,56.5,2.0
 A Class,2016,15890,Semi-Auto,18853,Diesel,20,,1.5
 A Class,2019,18690,Semi-Auto,,Diesel,,65.7,1.5
,2018,16980,Semi-Auto,14909,Diesel,,65.7,1.5
 E Class,2017,34980,Semi-Auto,,Petrol,300,32.8,3.0
,2017,30745,Automatic,,Petrol,145,36.2,3.0
 E Class,,21495,Automatic,32080,Diesel,,54.3,3.0
,2017,16985,Manual,32938,Diesel,145,67.3,2.1
,2018,43289,Automatic,18500,Diesel,,37.2,3.0
,,53989,Semi-Auto,6000,Petrol,,23.9,
,2017,42489,Automatic,21200,Diesel,145,,3.0
 GLC Class,2019,43489,Automatic,100,Petrol,145,,3.0
,2019,32995,Automatic,6638,Petrol,,,2.0
,,25995,Automatic,6620,Diesel,145,67.3,2.0
,2017,18990,Semi-Auto,20799,Diesel,145,,2.1
 C Class,2016,20895,Semi-Auto,,Diesel,,,
 C Class,2016,31495,Automatic,28968,Petrol,300,34.0,
 B Class,2019,26395,Semi-Auto,8612,Diesel,145,54.3,2.0
 M Class,2014,32995,Semi-Auto,33271,Petrol,580,,5.5
 GLC Class,2017,32995,Semi-Auto,,Diesel,,56.5,2.1
 CLS Class,2017,23995,Semi-Auto,15833,Diesel,160,49.6,3.0
 C Class,,26595,Semi-Auto,10040,Diesel,145,,
 C Class,2019,33995,Automatic,4788,Petrol,145,42.8,2.0
,2019,41795,Automatic,,Diesel,145,47.1,3.0
,2018,139995,Semi-Auto,13046,Petrol,,21.4,4.0
 A Class,2014,15323,Automatic,63998,Petrol,200,42.8,2.0
 A Class,2016,15495,Semi-Auto,24078,Diesel,20,70.6,
,2017,18495,Semi-Auto,34940,Diesel,30,,
 C Class,,23995,Automatic,6099,Petrol,,47.1,1.5
 C Class,2014,13295,Semi-Auto,38644,Petrol,160,44.8,
,2017,15495,Automatic,30434,Petrol,125,52.3,1.6
 GLC Class,,26995,Semi-Auto,21500,Diesel,145,56.5,2.1
,2019,27495,Semi-Auto,,Diesel,145,55.4,2.0
,,18995,Semi-Auto,18723,Diesel,125,60.1,
 GLC Class,,31995,Automatic,,Petrol,145,37.2,2.0
 V Class,2019,46895,Automatic,100,Diesel,145,36.7,2.0
 CL Class,2019,25495,Semi-Auto,5999,Petrol,,44.8,1.3
 GLC Class,,69995,Automatic,1829,Petrol,,22.1,4.0
,2016,35995,Automatic,31719,Petrol,,34.5,
 C Class,2019,30995,Automatic,,Petrol,145,,2.0
 E Class,2019,26995,Automatic,7475,Petrol,145,,2.0
 E Class,2019,24995,Automatic,6584,Diesel,145,,2.0
 C Class,2019,30995,Automatic,5862,Petrol,145,44.1,2.0
 V Class,2018,42134,Automatic,,Diesel,,44.8,2.2
,2020,29995,Semi-Auto,618,Petrol,145,44.8,1.3
 E Class,,39895,Semi-Auto,,Petrol,145,,
,2020,42990,Semi-Auto,3541,Petrol,145,,
 A Class,2016,69995,Semi-Auto,,Petrol,,30.1,4.0
 S Class,2019,55995,Automatic,1933,Diesel,145,40.4,3.0
,,21895,Manual,408,Petrol,145,47.1,1.3
 GLC Class,2019,42495,Automatic,,Petrol,145,,
 C Class,2019,38995,Automatic,,Petrol,145,29.7,3.0
 GLC Class,2019,38885,Semi-Auto,19440,Diesel,145,,2.0
 CL Class,,17995,Semi-Auto,33893,Diesel,20,67.3,
 E Class,2017,29995,Semi-Auto,24531,Petrol,145,,2.0
,2016,19250,Automatic,,Diesel,30,65.7,2.0
,,28950,Semi-Auto,33129,Diesel,260,42.8,3.0
 GLS Class,2017,41750,Automatic,8823,Diesel,145,37.2,3.0
 E Class,2018,26250,Automatic,15228,Diesel,,70.6,2.0
 GLC Class,2016,23750,Automatic,28197,Diesel,125,,2.1
,2016,17990,Semi-Auto,28123,Diesel,30,,2.0
 E Class,2017,21890,Semi-Auto,,Diesel,160,52.3,3.0
 S Class,,37500,Automatic,12653,Diesel,145,52.3,
 C Class,2019,31950,Automatic,2947,Diesel,145,54.3,1.6
,,34950,Automatic,,Diesel,,44.8,
 C Class,,34995,Automatic,5000,Petrol,145,44.1,2.0
 GLC Class,2019,30890,Semi-Auto,12076,Diesel,145,,2.1
 C Class,2019,41750,Semi-Auto,10004,Petrol,,,
,2019,24950,Automatic,,Diesel,145,67.3,2.0
 V Class,,38949,Automatic,11588,Diesel,,45.6,2.2
 C Class,,26949,Automatic,,Diesel,145,,
 C Class,2019,28950,Automatic,,Petrol,,42.8,2.0
,,24950,Automatic,5664,Diesel,145,67.3,2.0
,,40890,Semi-Auto,5367,Petrol,145,29.1,3.0
,,26889,Automatic,,Diesel,,72.4,2.0
 C Class,2019,26949,Automatic,,Petrol,145,42.2,2.0
 C Class,,26949,Automatic,,Petrol,145,,2.0
 GLC Class,,31950,Automatic,,Diesel,145,42.2,2.1
,2019,28749,Automatic,5099,Diesel,145,,
,,27950,Automatic,,Petrol,145,,1.5
,2019,31950,Automatic,,Diesel,145,,2.0
 C Class,2019,30950,Automatic,1218,Diesel,145,56.5,
 E Class,2019,34890,Semi-Auto,13883,Diesel,145,48.7,3.0
 E Class,,27750,Automatic,15262,Diesel,145,58.9,2.0
 B Class,2019,20890,Semi-Auto,3166,Diesel,,68.9,2.1
 SL CLASS,2016,18950,Manual,17358,Petrol,160,43.5,
 C Class,,18950,Automatic,32720,Diesel,30,,2.1
 E Class,2019,28950,Semi-Auto,14321,Diesel,145,58.9,2.0
,2019,26890,Semi-Auto,7822,Diesel,145,54.3,2.0
,2018,20889,Semi-Auto,8493,Petrol,,44.1,
 SL CLASS,2017,19989,Semi-Auto,,Diesel,145,70.6,2.1
 S Class,,48750,Automatic,2772,Diesel,145,52.3,
 E Class,2019,42650,Automatic,,Diesel,145,45.6,3.0
 C Class,,43750,Semi-Auto,11938,Petrol,,32.8,4.0
,2019,30950,Semi-Auto,10697,Diesel,145,44.8,2.0
 GLC Class,2017,27450,Semi-Auto,19299,Diesel,145,56.5,2.1
 C Class,2014,13950,Semi-Auto,,Diesel,,64.2,2.1
 CL Class,,19950,Manual,,Diesel,145,,
,,14990,Manual,20184,Diesel,20,,
,2017,30950,Semi-Auto,20266,Diesel,145,47.9,2.1
,2016,24890,Automatic,36178,Diesel,,51.4,3.0
,2016,35889,Semi-Auto,28419,Diesel,300,39.2,3.0
,2018,21890,Automatic,,Diesel,145,56.5,2.1
 C Class,2019,24950,Automatic,6224,Petrol,,44.1,
 C Class,2017,20889,Automatic,25599,Diesel,30,61.4,2.1
 E Class,2018,29649,Automatic,1070,Diesel,145,57.7,2.0
,,18950,Automatic,,Diesel,,56.5,2.1
,2019,46650,Automatic,2515,Diesel,,36.7,3.0
 C Class,,23949,Automatic,12076,Petrol,145,45.6,
 E Class,,25449,Automatic,12428,Diesel,145,72.4,
 GLA Class,2019,23250,Semi-Auto,,Diesel,145,,2.1
,2019,29949,Automatic,,Petrol,,44.1,2.0
 C Class,2019,28950,Automatic,,Diesel,145,56.5,2.0
 C Class,2019,28950,Semi-Auto,,Diesel,145,54.3,2.0
 V Class,,32499,Automatic,2552,Diesel,145,,2.2
,2019,25950,Automatic,1090,Petrol,145,44.1,
,2019,52950,Automatic,4320,Diesel,145,52.3,3.0
 C Class,2019,46950,Automatic,,Petrol,145,,3.0
 C Class,2019,31950,Automatic,3000,Petrol,145,,1.5
 A Class,,22950,Automatic,3212,Diesel,145,62.8,1.5
,2019,29250,Automatic,,Petrol,145,47.9,
 GLC Class,2019,40950,Automatic,7160,Diesel,145,40.4,2.0
 A Class,,25950,Automatic,3737,Petrol,,,2.0
,,29950,Automatic,5822,Diesel,,45.6,
,2017,16850,Manual,17606,Diesel,145,62.8,2.1
,2017,21950,Semi-Auto,34567,Diesel,145,51.4,3.0
,,39950,Semi-Auto,6641,Petrol,,29.7,3.0
,,20949,Semi-Auto,23814,Diesel,,,2.1
 GLA Class,2018,20250,Semi-Auto,20062,Petrol,145,50.4,1.6
 A Class,,17810,Manual,907,Petrol,,28.5,1.3
 CL Class,2018,22997,Semi-Auto,,Diesel,145,,
,,14495,Semi-Auto,20675,Petrol,30,,1.6
 GLA Class,2016,16990,Semi-Auto,39575,Diesel,30,,2.1
,,16450,Semi-Auto,27888,Petrol,30,55.4,
 GLA Class,2019,20000,Manual,7553,Petrol,145,40.9,1.6
,,15250,Semi-Auto,45431,Diesel,145,,
,2017,21500,Semi-Auto,27772,Diesel,145,57.7,2.1
 B Class,2017,16495,Semi-Auto,26847,Diesel,20,68.9,
 GLE Class,2019,49950,Automatic,9333,Diesel,,,3.0
 C Class,2017,22489,Automatic,33412,Petrol,,47.1,2.0
,2019,37950,Automatic,1820,Diesel,145,54.3,
 GLA Class,,17450,Semi-Auto,47700,Diesel,125,56.6,2.1
 V Class,2019,39950,Automatic,2738,Diesel,,44.8,2.2
 E Class,,35890,Automatic,,Diesel,145,42.8,3.0
 E Class,2018,35950,Automatic,,Diesel,,42.8,3.0
,2019,35950,Automatic,,Diesel,145,,2.0
,2019,32750,Automatic,9500,Diesel,,,2.0
 C Class,2019,59950,Automatic,,Petrol,145,27.2,
,2018,22980,Semi-Auto,20772,Diesel,145,65.7,
 A Class,,18890,Semi-Auto,7379,Diesel,,68.9,1.5
 CL Class,2018,18750,Manual,19275,Diesel,145,67.3,
 B Class,2019,21890,Semi-Auto,13519,Petrol,145,45.6,1.3
 A Class,2018,19250,Semi-Auto,3214,Diesel,145,74.3,1.5
,2014,14750,Semi-Auto,42349,Diesel,,,2.1
 GLA Class,2017,17889,Semi-Auto,,Diesel,125,56.6,2.1
 GLC Class,2017,26495,Semi-Auto,,Diesel,125,56.5,2.1
,,18495,Automatic,,Diesel,160,50.4,3.0
 V Class,2019,46895,Automatic,,Diesel,145,36.7,
 C Class,2016,19099,Semi-Auto,5690,Diesel,30,64.2,2.1
 E Class,2017,18799,Semi-Auto,43201,Diesel,20,72.4,2.0
 C Class,2019,24199,Semi-Auto,9361,Petrol,145,44.1,1.5
 GLA Class,2019,26099,Semi-Auto,,Diesel,,56.5,2.1
 B Class,2019,26299,Semi-Auto,3127,Diesel,145,55.4,
 B Class,2019,26399,Semi-Auto,2489,Diesel,,55.4,
 A Class,2017,15889,Manual,21891,Diesel,145,,2.1
 CL Class,2019,26299,Automatic,,Petrol,,,2.0
 B Class,2013,8080,Manual,62702,Diesel,125,61.4,1.8
 E Class,,14120,Semi-Auto,48853,Diesel,,,2.1
 A Class,2017,18599,Semi-Auto,15197,Diesel,,,2.1
 E Class,2014,14199,Semi-Auto,41560,Diesel,125,57.7,
 C Class,2015,15849,Semi-Auto,28500,Diesel,30,62.8,2.1
 A Class,,11249,Manual,45659,Diesel,,72.4,1.5
 E Class,2017,19849,Semi-Auto,31508,Diesel,145,,
 GLA Class,2016,19399,Semi-Auto,,Diesel,125,56.5,2.1
,2016,20499,Semi-Auto,22525,Diesel,125,57.7,2.1
 C Class,2019,35049,Semi-Auto,1000,Petrol,,44.1,
 C Class,2019,32499,Semi-Auto,,Petrol,145,46.3,1.5
 C Class,2019,30989,Semi-Auto,1000,Diesel,145,54.3,1.6
 GLC Class,,42249,Semi-Auto,,Petrol,145,34.0,3.0
 GLC Class,2019,27949,Semi-Auto,8595,Diesel,145,56.5,2.1
,2017,24989,Automatic,10776,Diesel,145,58.9,2.0
 B Class,,17499,Semi-Auto,14890,Diesel,145,68.9,
 C Class,2016,23950,Automatic,,Diesel,145,54.3,2.1
 A Class,2016,14190,Manual,35500,Diesel,20,,1.5
 A Class,,15190,Manual,13359,Diesel,,68.9,1.5
,2020,26495,Semi-Auto,1700,Diesel,,56.5,2.0
,2020,24495,Semi-Auto,100,Diesel,145,55.4,2.0
,,45895,Semi-Auto,41083,Petrol,145,32.8,
 A Class,2019,22899,Semi-Auto,,Petrol,145,,1.3
 A Class,2019,23699,Semi-Auto,3405,Petrol,145,,2.0
 A Class,2019,22299,Semi-Auto,6571,Diesel,145,65.7,1.5
 A Class,,22699,Semi-Auto,3561,Diesel,,,1.5
,,18449,Semi-Auto,22367,Diesel,125,,2.1
 E Class,2016,22399,Semi-Auto,,Diesel,30,,
 E Class,,21849,Semi-Auto,17285,Diesel,,,2.0
 A Class,2018,29399,Semi-Auto,,Petrol,,40.9,2.0
,,24589,Semi-Auto,1000,Diesel,145,,
 B Class,2019,26099,Semi-Auto,4277,Diesel,145,55.4,2.0
 C Class,2019,23589,Semi-Auto,13142,Diesel,145,61.4,2.0
 A Class,2018,20599,Semi-Auto,5394,Diesel,,,2.1
 C Class,2019,23389,Semi-Auto,14339,Diesel,145,61.4,
 C Class,2019,25899,Semi-Auto,,Petrol,,,
,2019,23489,Semi-Auto,,Diesel,145,61.4,2.0
,2017,35149,Semi-Auto,9422,Petrol,145,,3.0
 CL Class,2017,28649,Semi-Auto,30510,Petrol,,40.9,2.0
,,40999,Semi-Auto,,Petrol,300,32.8,4.0
 E Class,2017,20599,Semi-Auto,21494,Diesel,145,,2.0
 GLA Class,2015,18599,Semi-Auto,24927,Diesel,,56.5,2.1
 A Class,,21795,Semi-Auto,11758,Petrol,145,47.9,1.3
 CL Class,2019,25495,Semi-Auto,4255,Petrol,145,44.8,1.3
 B Class,2019,20995,Manual,584,Petrol,145,44.8,1.3
 GLE Class,2019,56495,Semi-Auto,,Petrol,,29.5,3.0
 GLE Class,2019,45995,Automatic,5000,Diesel,145,,
 CL Class,,25745,Automatic,1706,Petrol,,,
 G Class,2017,71995,Automatic,,Petrol,145,20.5,5.5
 GLA Class,,24999,Semi-Auto,1000,Diesel,,,2.1
 S Class,,67109,Semi-Auto,1000,Diesel,145,52.3,3.0
 E Class,,45799,Semi-Auto,1000,Diesel,145,,3.0
 GLA Class,,25099,Semi-Auto,4891,Diesel,145,,2.1
,2019,35099,Semi-Auto,,Petrol,145,44.1,
,2019,33699,Semi-Auto,6225,Diesel,145,55.4,
 C Class,,31599,Semi-Auto,5800,Petrol,,46.3,1.5
,,21899,Semi-Auto,24195,Diesel,145,,
 C Class,2019,30599,Semi-Auto,2259,Diesel,145,,1.6
 C Class,2019,31299,Semi-Auto,,Diesel,145,61.4,
,,41949,Semi-Auto,8315,Petrol,,,3.0
 C Class,2019,40649,Semi-Auto,11130,Petrol,145,30.4,
 E Class,,43999,Semi-Auto,,Petrol,145,32.5,3.0
,2016,21999,Semi-Auto,20801,Diesel,30,64.2,2.1
 C Class,2017,17099,Semi-Auto,15465,Diesel,,65.7,2.1
 E Class,2017,22199,Semi-Auto,13402,Diesel,145,,2.0
 A Class,2018,20599,Semi-Auto,6285,Petrol,145,53.3,1.3
,2018,30499,Semi-Auto,,Diesel,145,,2.1
,2019,20799,Semi-Auto,11452,Petrol,145,53.3,1.3
 C Class,,29099,Semi-Auto,4898,Diesel,,,2.0
 CL Class,2018,18049,Manual,11822,Petrol,145,,1.6
 A Class,2017,15249,Manual,30761,Diesel,,,1.5
 C Class,2019,30949,Semi-Auto,2983,Diesel,145,57.7,2.0
 C Class,2019,20699,Semi-Auto,13628,Diesel,145,,2.0
 GLC Class,,32399,Semi-Auto,8900,Diesel,,56.5,2.1
 E Class,2019,38509,Semi-Auto,1000,Diesel,145,57.7,2.0
 GLC Class,2019,36249,Semi-Auto,2580,Diesel,145,44.8,2.0
 C Class,2019,29799,Semi-Auto,9959,Diesel,145,57.7,2.0
 E Class,,21499,Semi-Auto,,Diesel,145,67.3,
,2017,14699,Manual,,Diesel,145,72.4,1.5
 C Class,,25199,Semi-Auto,15238,Diesel,145,,2.0
 GLA Class,2016,17999,Manual,19885,Diesel,20,67.3,
 E Class,2019,38699,Semi-Auto,3878,Diesel,,48.7,3.0
 C Class,2019,29749,Semi-Auto,,Diesel,145,61.4,2.0
 B Class,,22499,Semi-Auto,13021,Petrol,,45.6,1.3
,2019,32849,Semi-Auto,,Diesel,145,57.7,2.0
 GLC Class,2019,43499,Semi-Auto,13075,Diesel,145,,
 C Class,2019,43049,Semi-Auto,7351,Petrol,,30.4,3.0
 E Class,2019,41799,Semi-Auto,,Diesel,145,,3.0
,2017,20299,Semi-Auto,,Diesel,20,,
 GLA Class,2018,26299,Semi-Auto,7293,Diesel,145,,2.1
 CL Class,,27149,Semi-Auto,2000,Petrol,,38.2,2.0
 C Class,2017,17599,Semi-Auto,21516,Diesel,20,64.2,2.1
 C Class,,19799,Semi-Auto,14272,Petrol,,46.3,
 C Class,2019,30049,Semi-Auto,2011,Petrol,145,44.1,2.0
,2019,26949,Semi-Auto,10862,Diesel,,67.3,2.0
,2018,23399,Semi-Auto,9729,Diesel,145,65.7,2.0
 M Class,2015,23249,Semi-Auto,,Diesel,300,39.2,3.0
,2019,25399,Semi-Auto,13636,Petrol,145,47.1,1.5
 C Class,2019,26249,Semi-Auto,8588,Petrol,145,47.1,1.5
 C Class,2019,20249,Semi-Auto,10918,Petrol,145,,1.5
,2019,19849,Semi-Auto,,Petrol,,,
 C Class,2019,25599,Semi-Auto,12187,Petrol,145,47.1,1.5
 C Class,2019,24799,Semi-Auto,,Petrol,145,46.3,1.5
 C Class,2019,24799,Semi-Auto,12999,Petrol,145,46.3,1.5
,2019,25699,Semi-Auto,12050,Diesel,145,72.4,
 C Class,,25699,Semi-Auto,,Petrol,145,,1.5
 C Class,2019,30399,Semi-Auto,9829,Diesel,145,54.3,2.0
,2019,20599,Semi-Auto,,Petrol,,46.3,
 A Class,,19649,Semi-Auto,9153,Diesel,145,,1.5
,2019,36099,Semi-Auto,,Diesel,145,48.7,3.0
 C Class,2019,25799,Semi-Auto,13571,Diesel,,,2.0
 C Class,2019,23849,Semi-Auto,15499,Petrol,145,46.3,1.5
,2019,23299,Semi-Auto,7727,Diesel,145,67.3,2.1
 GLA Class,2019,24049,Semi-Auto,14723,Petrol,145,50.4,1.6
 C Class,2019,20549,Semi-Auto,13243,Diesel,145,61.4,
 GLC Class,2017,27799,Semi-Auto,22414,Diesel,125,56.5,2.1
 E Class,2019,33499,Semi-Auto,,Diesel,145,57.7,2.0
 E Class,2018,30399,Semi-Auto,,Diesel,,57.7,
,2018,23399,Semi-Auto,,Petrol,145,53.3,1.3
 E Class,2016,17299,Semi-Auto,39765,Diesel,125,56.5,2.1
,,18349,Semi-Auto,33456,Diesel,30,64.2,2.1
 E Class,,27999,Semi-Auto,,Diesel,145,67.3,2.0
 GLC Class,2019,38399,Semi-Auto,,Diesel,145,,2.0
 C Class,,34499,Semi-Auto,,Petrol,,42.2,
 C Class,2019,27699,Semi-Auto,,Diesel,,60.1,1.6
 CL Class,2016,17299,Semi-Auto,,Diesel,20,67.3,
 GLC Class,,35099,Semi-Auto,5486,Diesel,145,56.5,2.1
,,16299,Manual,2300,Diesel,,68.9,1.5
,2019,26249,Semi-Auto,10785,Diesel,145,61.4,2.0
 E Class,,22789,Semi-Auto,7700,Diesel,145,,2.0
 C Class,,12699,Automatic,23790,Diesel,145,53.3,2.1
 X-CLASS,2018,38995,Automatic,,Diesel,260,,3.0
,2019,24945,Automatic,,Diesel,260,35.8,2.3
 X-CLASS,2019,24945,Automatic,500,Diesel,,35.8,2.3
 X-CLASS,2019,24945,Automatic,500,Diesel,260,,
 X-CLASS,2019,28945,Automatic,500,Diesel,260,,2.3
 X-CLASS,2019,28945,Automatic,500,Diesel,,,
 X-CLASS,2019,26995,Automatic,,Diesel,260,35.8,
 X-CLASS,,28945,Automatic,,Diesel,260,,2.3
,2019,26995,Automatic,500,Diesel,260,,2.3
 X-CLASS,,28945,Automatic,500,Diesel,260,35.8,
,2019,24945,Automatic,500,Diesel,,,2.3
 B Class,2019,27299,Semi-Auto,8768,Diesel,145,54.3,
 GLA Class,,22299,Semi-Auto,6500,Diesel,145,67.3,2.1
 C Class,2019,23799,Semi-Auto,14507,Petrol,,,1.5
,2019,23299,Manual,2078,Petrol,145,,
 A Class,2019,23509,Semi-Auto,5260,Diesel,145,67.3,
,,31299,Semi-Auto,1000,Diesel,,51.4,2.0
 A Class,2019,24519,Semi-Auto,1000,Diesel,145,56.5,2.0
 A Class,,24519,Semi-Auto,,Diesel,145,56.5,2.0
 C Class,2019,36539,Semi-Auto,1000,Diesel,,,
 A Class,,24919,Semi-Auto,5000,Petrol,145,53.3,1.3
 C Class,2015,16699,Semi-Auto,48000,Diesel,30,64.2,2.1
,2016,19849,Semi-Auto,10812,Diesel,,64.2,
 B Class,,25699,Semi-Auto,12090,Diesel,150,54.3,2.0
,,18099,Semi-Auto,,Diesel,125,57.7,2.1
