age,gdr,ch_t,deps,sc_wk_fl,sc_pns,p_inc,agr,target,loan_num_closed,loan_num_total
35.0,1.0,1.0,1.0,2.0,1.0,12000.0,61456230.0,0.0,1.0,1
25.0,1.0,0.0,0.0,2.0,1.0,20000.0,66085798.0,0.0,1.0,1
42.0,1.0,1.0,1.0,2.0,1.0,20000.0,63087550.0,0.0,0.0,1
43.0,0.0,1.0,1.0,2.0,1.0,68000.0,60385963.0,1.0,0.0,1
50.0,1.0,2.0,0.0,2.0,1.0,7000.0,62807971.0,0.0,1.0,1
32.0,1.0,1.0,1.0,2.0,1.0,16000.0,67066967.0,1.0,1.0,1
40.0,0.0,1.0,1.0,2.0,1.0,16000.0,63315787.0,1.0,0.0,1
35.0,0.0,1.0,1.0,2.0,1.0,25000.0,64424605.0,1.0,0.0,1
42.0,1.0,0.0,0.0,2.0,1.0,12000.0,60084438.0,1.0,0.0,1
56.0,1.0,0.0,0.0,2.0,2.0,12000.0,62365753.0,0.0,0.0,1
63.0,1.0,0.0,0.0,1.0,2.0,5600.0,60089684.0,0.0,0.0,1
28.0,0.0,1.0,1.0,2.0,1.0,25000.0,61033993.0,0.0,1.0,1
28.0,0.0,0.0,0.0,2.0,1.0,30000.0,64913697.0,0.0,0.0,1
53.0,1.0,0.0,0.0,2.0,1.0,11000.0,61466439.0,0.0,0.0,1
40.0,1.0,1.0,1.0,2.0,1.0,15000.0,61316331.0,0.0,0.0,1
36.0,1.0,2.0,2.0,2.0,1.0,15000.0,61288100.0,0.0,0.0,1
22.0,1.0,0.0,0.0,2.0,1.0,10000.0,66202075.0,0.0,0.0,1
27.0,0.0,2.0,3.0,2.0,1.0,30000.0,61832490.0,0.0,1.0,1
59.0,0.0,2.0,0.0,2.0,1.0,30000.0,62185329.0,0.0,0.0,1
38.0,1.0,2.0,2.0,2.0,1.0,7250.0,61109821.0,0.0,1.0,1
44.0,0.0,1.0,1.0,2.0,1.0,8000.0,64850605.0,0.0,0.0,1
57.0,1.0,2.0,0.0,2.0,1.0,14000.0,66428120.0,0.0,1.0,1
58.0,1.0,2.0,0.0,2.0,2.0,10000.0,60394328.0,0.0,0.0,1
39.0,1.0,1.0,1.0,2.0,1.0,6800.0,64885161.0,0.0,0.0,1
31.0,1.0,1.0,1.0,2.0,1.0,30000.0,60391760.0,0.0,0.0,1
33.0,1.0,2.0,2.0,2.0,1.0,10000.0,62507042.0,0.0,1.0,1
48.0,1.0,0.0,0.0,2.0,1.0,22000.0,62615552.0,0.0,0.0,1
56.0,1.0,3.0,1.0,1.0,2.0,7000.0,60379554.0,0.0,0.0,1
41.0,1.0,1.0,1.0,2.0,1.0,6500.0,66516294.0,0.0,1.0,1
27.0,1.0,2.0,2.0,2.0,1.0,7000.0,64551257.0,0.0,0.0,1
24.0,0.0,1.0,1.0,2.0,1.0,10000.0,61528751.0,0.0,0.0,1
24.0,1.0,1.0,1.0,2.0,1.0,7000.0,65401655.0,0.0,1.0,1
44.0,0.0,4.0,4.0,2.0,1.0,15000.0,62999132.0,0.0,0.0,1
25.0,1.0,1.0,0.0,2.0,1.0,4800.0,65407531.0,0.0,1.0,1
24.0,1.0,1.0,1.0,2.0,1.0,10000.0,67165268.0,0.0,1.0,1
49.0,1.0,1.0,1.0,2.0,1.0,6000.0,62245249.0,0.0,0.0,1
42.0,1.0,1.0,0.0,2.0,1.0,14000.0,66755566.0,0.0,1.0,1
41.0,1.0,1.0,0.0,2.0,1.0,10500.0,66528981.0,0.0,1.0,1
43.0,1.0,2.0,1.0,2.0,1.0,12000.0,60094218.0,0.0,0.0,1
30.0,1.0,1.0,1.0,2.0,1.0,18000.0,62993605.0,0.0,0.0,1
54.0,0.0,1.0,0.0,2.0,1.0,25000.0,62085586.0,0.0,0.0,1
23.0,0.0,0.0,0.0,2.0,1.0,30000.0,64428843.0,0.0,0.0,1
30.0,1.0,1.0,1.0,2.0,1.0,16000.0,61111863.0,0.0,0.0,1
28.0,1.0,1.0,1.0,2.0,1.0,18000.0,64557316.0,0.0,0.0,1
58.0,0.0,2.0,1.0,2.0,1.0,10000.0,61518638.0,0.0,0.0,1
37.0,0.0,1.0,1.0,2.0,1.0,50000.0,62243116.0,0.0,0.0,1
45.0,1.0,1.0,0.0,2.0,1.0,10000.0,66589706.0,0.0,1.0,1
41.0,1.0,1.0,1.0,2.0,1.0,10000.0,61138854.0,0.0,0.0,1
31.0,1.0,0.0,0.0,2.0,1.0,10000.0,61540993.0,1.0,0.0,1
33.0,1.0,2.0,2.0,2.0,1.0,8000.0,64587612.0,0.0,1.0,1
37.0,1.0,0.0,0.0,2.0,1.0,12000.0,62799422.0,0.0,0.0,1
28.0,1.0,0.0,0.0,2.0,1.0,8000.0,60400297.0,0.0,0.0,1
31.0,0.0,0.0,0.0,2.0,1.0,15000.0,62603435.0,0.0,0.0,1
30.0,1.0,0.0,0.0,2.0,1.0,4300.0,63990293.0,0.0,0.0,1
25.0,1.0,0.0,0.0,2.0,1.0,18000.0,67027203.0,0.0,1.0,1
30.0,0.0,0.0,0.0,2.0,1.0,14000.0,63909308.0,0.0,0.0,1
26.0,1.0,0.0,0.0,2.0,1.0,10000.0,66194500.0,0.0,0.0,1
54.0,1.0,2.0,0.0,1.0,2.0,10000.0,59917902.0,0.0,1.0,1
35.0,1.0,0.0,0.0,2.0,1.0,12000.0,63593244.0,0.0,0.0,1
22.0,1.0,0.0,0.0,2.0,1.0,5500.0,66091180.0,0.0,1.0,1
28.0,1.0,1.0,1.0,2.0,1.0,8000.0,64429730.0,0.0,0.0,1
55.0,1.0,2.0,0.0,2.0,1.0,9000.0,63910272.0,0.0,0.0,1
35.0,0.0,1.0,1.0,2.0,1.0,15000.0,62990986.0,1.0,0.0,1
42.0,0.0,1.0,1.0,2.0,1.0,10000.0,61975543.0,0.0,0.0,1
45.0,1.0,0.0,0.0,2.0,1.0,8000.0,60472094.0,0.0,1.0,1
58.0,1.0,2.0,0.0,1.0,2.0,8000.0,60116417.0,0.0,0.0,1
56.0,1.0,0.0,0.0,1.0,2.0,6000.0,62626296.0,0.0,0.0,1
53.0,1.0,0.0,0.0,2.0,1.0,9000.0,60466118.0,0.0,1.0,1
24.0,1.0,1.0,1.0,2.0,1.0,11000.0,63001877.0,1.0,0.0,1
29.0,1.0,1.0,1.0,2.0,1.0,10000.0,64333886.0,0.0,0.0,1
42.0,1.0,2.0,1.0,2.0,1.0,9500.0,61256341.0,1.0,0.0,1
58.0,1.0,0.0,0.0,1.0,2.0,5000.0,61252629.0,0.0,0.0,1
62.0,1.0,3.0,0.0,1.0,2.0,10000.0,61535001.0,0.0,1.0,1
58.0,1.0,1.0,0.0,2.0,2.0,15000.0,61370311.0,0.0,0.0,1
28.0,0.0,0.0,0.0,2.0,1.0,12000.0,61460995.0,1.0,0.0,1
23.0,1.0,0.0,0.0,2.0,1.0,20000.0,63993135.0,0.0,0.0,1
41.0,1.0,1.0,0.0,2.0,1.0,6000.0,64442425.0,1.0,1.0,1
62.0,1.0,0.0,0.0,1.0,2.0,10000.0,67202718.0,0.0,0.0,1
51.0,1.0,4.0,0.0,2.0,1.0,5500.0,62178872.0,0.0,0.0,1
54.0,1.0,0.0,0.0,2.0,1.0,14000.0,64896994.0,0.0,0.0,1
27.0,1.0,1.0,1.0,2.0,1.0,15000.0,61518068.0,1.0,0.0,1
50.0,1.0,2.0,0.0,2.0,1.0,9000.0,60463703.0,0.0,0.0,1
55.0,1.0,0.0,0.0,2.0,2.0,6500.0,61956248.0,0.0,0.0,1
49.0,1.0,2.0,0.0,2.0,1.0,11000.0,60468135.0,0.0,1.0,1
33.0,0.0,2.0,2.0,2.0,1.0,11000.0,66197493.0,1.0,0.0,1
47.0,1.0,1.0,0.0,2.0,1.0,5500.0,62375437.0,0.0,0.0,1
27.0,1.0,0.0,0.0,2.0,1.0,30000.0,61526204.0,1.0,1.0,1
34.0,1.0,1.0,1.0,2.0,1.0,20000.0,61457282.0,0.0,0.0,1
44.0,1.0,2.0,2.0,2.0,1.0,15000.0,60114932.0,1.0,0.0,1
26.0,1.0,0.0,0.0,2.0,1.0,10000.0,65416002.0,0.0,1.0,1
24.0,0.0,0.0,0.0,2.0,1.0,11500.0,61925840.0,1.0,2.0,2
46.0,1.0,2.0,0.0,1.0,2.0,7000.0,66186956.0,0.0,0.0,1
32.0,1.0,1.0,1.0,2.0,1.0,4500.0,66852723.0,0.0,1.0,1
51.0,1.0,1.0,1.0,2.0,1.0,7500.0,61355991.0,0.0,0.0,1
55.0,1.0,2.0,0.0,2.0,1.0,7000.0,61132653.0,0.0,0.0,1
32.0,0.0,1.0,1.0,2.0,1.0,10000.0,63920763.0,0.0,0.0,1
60.0,1.0,0.0,0.0,1.0,2.0,6000.0,63282932.0,0.0,1.0,1
55.0,1.0,1.0,0.0,2.0,1.0,15000.0,62483081.0,0.0,1.0,1
60.0,1.0,1.0,0.0,1.0,2.0,16000.0,61120885.0,0.0,1.0,1
38.0,1.0,1.0,1.0,2.0,1.0,20000.0,60450430.0,0.0,0.0,1
28.0,1.0,0.0,0.0,2.0,1.0,15000.0,65225338.0,0.0,0.0,1
35.0,1.0,1.0,1.0,2.0,1.0,12000.0,67175756.0,0.0,1.0,1
28.0,1.0,1.0,1.0,2.0,1.0,18000.0,64349776.0,0.0,1.0,1
31.0,0.0,1.0,1.0,2.0,1.0,11000.0,67207422.0,0.0,1.0,1
41.0,1.0,3.0,3.0,2.0,1.0,7000.0,62617573.0,0.0,0.0,1
48.0,0.0,0.0,0.0,1.0,2.0,4500.0,61125933.0,0.0,0.0,1
31.0,1.0,2.0,2.0,2.0,1.0,6000.0,61127169.0,0.0,1.0,1
56.0,1.0,0.0,0.0,1.0,2.0,11300.0,67162368.0,0.0,1.0,1
37.0,1.0,1.0,1.0,2.0,1.0,12000.0,65228400.0,0.0,0.0,1
64.0,1.0,2.0,0.0,1.0,2.0,6000.0,63898906.0,0.0,0.0,1
43.0,1.0,2.0,0.0,2.0,1.0,8000.0,61316625.0,0.0,0.0,1
53.0,1.0,0.0,0.0,2.0,1.0,14000.0,62482848.0,0.0,1.0,1
31.0,1.0,1.0,1.0,2.0,1.0,19000.0,61119299.0,0.0,1.0,1
26.0,1.0,0.0,0.0,2.0,1.0,12000.0,66074096.0,0.0,1.0,1
38.0,1.0,2.0,0.0,2.0,1.0,10000.0,61448047.0,0.0,1.0,1
54.0,0.0,0.0,0.0,2.0,1.0,8000.0,62492682.0,0.0,1.0,1
58.0,0.0,0.0,0.0,2.0,1.0,40000.0,63089923.0,0.0,0.0,1
63.0,0.0,1.0,0.0,1.0,2.0,9000.0,62780871.0,0.0,0.0,1
24.0,0.0,0.0,0.0,2.0,1.0,20000.0,67092615.0,0.0,1.0,1
28.0,1.0,0.0,0.0,2.0,1.0,8000.0,62074531.0,0.0,0.0,1
29.0,0.0,0.0,0.0,2.0,1.0,16000.0,61291900.0,0.0,0.0,1
23.0,0.0,0.0,0.0,2.0,1.0,25000.0,61117411.0,1.0,1.0,1
41.0,1.0,0.0,0.0,2.0,1.0,8000.0,60456097.0,0.0,1.0,1
39.0,1.0,1.0,0.0,2.0,1.0,12000.0,63892373.0,0.0,0.0,1
27.0,1.0,1.0,0.0,2.0,1.0,9000.0,62137379.0,0.0,0.0,1
59.0,1.0,0.0,0.0,1.0,2.0,6500.0,62025473.0,0.0,0.0,1
45.0,1.0,2.0,2.0,2.0,1.0,7000.0,61371650.0,0.0,0.0,2
60.0,1.0,0.0,0.0,1.0,2.0,6000.0,66318423.0,0.0,1.0,1
58.0,1.0,0.0,0.0,1.0,2.0,4500.0,62081110.0,0.0,0.0,1
46.0,1.0,1.0,1.0,2.0,1.0,10000.0,60377093.0,1.0,0.0,1
53.0,0.0,0.0,0.0,2.0,1.0,8000.0,66330037.0,0.0,1.0,1
44.0,1.0,2.0,2.0,2.0,1.0,20000.0,64453856.0,0.0,0.0,1
57.0,1.0,0.0,0.0,2.0,1.0,13000.0,60054403.0,0.0,0.0,1
22.0,0.0,0.0,0.0,2.0,1.0,15000.0,64602034.0,0.0,1.0,1
39.0,0.0,2.0,2.0,2.0,1.0,12000.0,61126590.0,0.0,1.0,1
51.0,0.0,1.0,0.0,2.0,1.0,13500.0,67157823.0,0.0,1.0,1
35.0,1.0,2.0,2.0,2.0,1.0,20000.0,63586716.0,0.0,0.0,1
31.0,1.0,4.0,4.0,2.0,1.0,6500.0,64593880.0,0.0,1.0,1
34.0,0.0,1.0,1.0,2.0,1.0,25000.0,63912442.0,0.0,0.0,2
47.0,1.0,1.0,1.0,2.0,1.0,20000.0,61129926.0,0.0,1.0,1
63.0,1.0,0.0,0.0,2.0,1.0,25000.0,59928609.0,0.0,1.0,1
53.0,1.0,1.0,0.0,2.0,2.0,17000.0,61168459.0,0.0,0.0,1
30.0,1.0,2.0,2.0,2.0,1.0,12000.0,61051390.0,1.0,1.0,1
35.0,1.0,0.0,0.0,2.0,1.0,7800.0,59972240.0,1.0,0.0,1
44.0,0.0,2.0,2.0,2.0,1.0,20000.0,59920262.0,0.0,1.0,1
43.0,1.0,1.0,1.0,2.0,1.0,19000.0,60117342.0,0.0,0.0,1
29.0,1.0,0.0,0.0,2.0,1.0,10000.0,64552415.0,0.0,1.0,1
22.0,1.0,0.0,0.0,2.0,1.0,8000.0,64375096.0,0.0,0.0,1
53.0,0.0,3.0,0.0,2.0,1.0,12000.0,62997739.0,0.0,0.0,1
52.0,1.0,0.0,0.0,2.0,1.0,8000.0,61166537.0,1.0,0.0,1
24.0,0.0,0.0,0.0,2.0,1.0,11000.0,64435017.0,0.0,1.0,1
41.0,0.0,1.0,3.0,2.0,1.0,10000.0,62599943.0,0.0,0.0,1
35.0,0.0,1.0,1.0,2.0,1.0,15000.0,65473981.0,0.0,1.0,1
49.0,0.0,2.0,1.0,2.0,1.0,22000.0,61832884.0,0.0,0.0,1
41.0,0.0,2.0,2.0,2.0,1.0,30000.0,60524962.0,0.0,1.0,1
54.0,0.0,0.0,0.0,2.0,1.0,6000.0,61289042.0,0.0,0.0,1
60.0,1.0,1.0,0.0,2.0,2.0,11000.0,66888969.0,0.0,0.0,1
26.0,1.0,2.0,2.0,2.0,1.0,13000.0,66193260.0,1.0,0.0,1
35.0,1.0,1.0,2.0,2.0,1.0,18000.0,62626522.0,1.0,0.0,1
44.0,0.0,1.0,0.0,2.0,1.0,8500.0,61104055.0,0.0,0.0,1
33.0,1.0,1.0,1.0,2.0,1.0,40000.0,61426992.0,0.0,0.0,1
36.0,1.0,1.0,1.0,2.0,1.0,10000.0,60087152.0,0.0,0.0,1
50.0,1.0,1.0,0.0,2.0,1.0,10000.0,62384561.0,0.0,0.0,1
31.0,1.0,1.0,1.0,2.0,1.0,8000.0,62502667.0,0.0,1.0,1
44.0,1.0,1.0,0.0,2.0,1.0,15000.0,61355179.0,0.0,0.0,1
26.0,0.0,0.0,0.0,2.0,1.0,15000.0,66525755.0,0.0,1.0,1
24.0,1.0,0.0,0.0,2.0,1.0,6000.0,61157186.0,0.0,0.0,1
43.0,0.0,1.0,0.0,2.0,1.0,30000.0,62377635.0,0.0,0.0,1
55.0,1.0,0.0,0.0,2.0,1.0,10000.0,63988703.0,0.0,1.0,1
35.0,0.0,1.0,1.0,2.0,1.0,18000.0,60461308.0,0.0,0.0,1
41.0,1.0,0.0,0.0,2.0,1.0,6500.0,62171073.0,0.0,0.0,1
54.0,1.0,1.0,0.0,2.0,1.0,25000.0,61416522.0,0.0,0.0,1
44.0,1.0,2.0,2.0,2.0,1.0,9000.0,61528707.0,1.0,0.0,1
61.0,1.0,1.0,0.0,1.0,2.0,7500.0,67160955.0,0.0,1.0,1
38.0,1.0,2.0,2.0,2.0,1.0,5000.0,64362057.0,0.0,0.0,1
42.0,0.0,2.0,2.0,2.0,1.0,12000.0,62085687.0,0.0,0.0,1
37.0,1.0,2.0,2.0,2.0,1.0,17000.0,64841823.0,1.0,0.0,1
50.0,1.0,1.0,0.0,1.0,2.0,8000.0,59930942.0,0.0,1.0,1
34.0,1.0,1.0,1.0,2.0,1.0,25000.0,61934332.0,0.0,0.0,1
41.0,1.0,2.0,2.0,2.0,1.0,23000.0,62807939.0,0.0,0.0,1
45.0,1.0,2.0,0.0,2.0,1.0,20000.0,64886008.0,0.0,0.0,1
30.0,0.0,2.0,2.0,2.0,1.0,15000.0,62140493.0,0.0,0.0,1
47.0,1.0,1.0,0.0,2.0,1.0,21000.0,61432248.0,0.0,0.0,1
29.0,1.0,1.0,1.0,2.0,1.0,3800.0,61357797.0,1.0,0.0,1
46.0,0.0,2.0,1.0,2.0,1.0,12000.0,64426389.0,1.0,0.0,1
27.0,1.0,1.0,1.0,2.0,1.0,20000.0,63921686.0,1.0,0.0,1
31.0,0.0,2.0,2.0,2.0,1.0,15000.0,63996826.0,1.0,0.0,1
37.0,0.0,1.0,1.0,2.0,1.0,20000.0,61848796.0,0.0,0.0,1
35.0,1.0,1.0,1.0,2.0,1.0,8000.0,62610003.0,0.0,0.0,1
42.0,1.0,2.0,2.0,2.0,1.0,14000.0,60096783.0,0.0,0.0,1
54.0,1.0,0.0,0.0,2.0,2.0,20000.0,60531892.0,0.0,1.0,1
54.0,1.0,0.0,0.0,2.0,1.0,15000.0,64910601.0,0.0,0.0,1
27.0,1.0,1.0,1.0,2.0,1.0,30000.0,63107202.0,0.0,1.0,1
29.0,0.0,0.0,0.0,2.0,1.0,8000.0,62244002.0,0.0,0.0,1
61.0,1.0,1.0,0.0,1.0,2.0,6500.0,63098755.0,0.0,1.0,1
59.0,1.0,2.0,0.0,2.0,1.0,6800.0,63088132.0,0.0,0.0,1
28.0,1.0,0.0,0.0,2.0,1.0,10000.0,64912947.0,0.0,0.0,1
45.0,1.0,0.0,0.0,2.0,1.0,6000.0,62016224.0,0.0,0.0,1
25.0,0.0,0.0,0.0,2.0,1.0,24000.0,59939625.0,0.0,0.0,1
40.0,0.0,2.0,2.0,2.0,1.0,30000.0,61115274.0,0.0,1.0,1
50.0,1.0,1.0,1.0,2.0,1.0,16000.0,61370712.0,0.0,0.0,1
34.0,1.0,2.0,2.0,2.0,1.0,10000.0,66325701.0,0.0,1.0,1
22.0,1.0,1.0,1.0,2.0,1.0,9000.0,66082549.0,0.0,1.0,1
26.0,1.0,1.0,1.0,2.0,1.0,7000.0,66201037.0,0.0,1.0,1
62.0,1.0,0.0,0.0,1.0,2.0,7000.0,63593328.0,0.0,1.0,1
49.0,0.0,2.0,1.0,2.0,1.0,8000.0,66919745.0,1.0,0.0,1
55.0,1.0,2.0,0.0,2.0,2.0,21000.0,60392514.0,0.0,0.0,1
53.0,1.0,0.0,0.0,2.0,1.0,10000.0,64591870.0,0.0,1.0,1
64.0,1.0,2.0,0.0,1.0,2.0,7000.0,61104658.0,0.0,1.0,1
39.0,1.0,0.0,0.0,2.0,1.0,10000.0,61539865.0,0.0,0.0,1
61.0,0.0,0.0,0.0,1.0,2.0,11900.0,62995329.0,0.0,0.0,1
29.0,1.0,0.0,0.0,2.0,1.0,13000.0,66972353.0,0.0,0.0,1
59.0,1.0,2.0,0.0,2.0,1.0,10000.0,60048043.0,0.0,0.0,1
43.0,1.0,3.0,0.0,2.0,1.0,25000.0,61102145.0,0.0,0.0,1
57.0,1.0,0.0,0.0,1.0,2.0,12000.0,66739974.0,0.0,1.0,1
35.0,1.0,1.0,1.0,2.0,1.0,13000.0,63915153.0,0.0,0.0,1
38.0,1.0,1.0,0.0,2.0,1.0,18000.0,61976410.0,0.0,1.0,1
58.0,1.0,1.0,0.0,1.0,2.0,5600.0,60383590.0,0.0,0.0,1
56.0,1.0,0.0,0.0,1.0,2.0,6200.0,62186610.0,0.0,0.0,1
46.0,1.0,1.0,1.0,2.0,1.0,6000.0,61101096.0,1.0,1.0,1
36.0,1.0,2.0,2.0,2.0,1.0,8000.0,65419253.0,1.0,1.0,1
44.0,1.0,2.0,0.0,2.0,1.0,27000.0,60191042.0,0.0,0.0,1
49.0,1.0,2.0,0.0,1.0,2.0,8500.0,66200736.0,0.0,0.0,1
23.0,1.0,0.0,0.0,2.0,1.0,12000.0,65488846.0,0.0,1.0,1
46.0,1.0,2.0,0.0,2.0,1.0,8000.0,64361901.0,0.0,0.0,1
27.0,0.0,1.0,2.0,2.0,1.0,18500.0,60389919.0,0.0,0.0,1
39.0,1.0,2.0,2.0,2.0,1.0,20000.0,64338395.0,0.0,0.0,1
51.0,1.0,0.0,0.0,2.0,1.0,8000.0,63599552.0,0.0,0.0,1
39.0,0.0,2.0,2.0,2.0,1.0,28000.0,64471075.0,0.0,0.0,1
58.0,1.0,2.0,0.0,2.0,2.0,8000.0,67205411.0,0.0,0.0,1
25.0,0.0,0.0,0.0,2.0,1.0,12000.0,63090265.0,0.0,0.0,1
26.0,1.0,1.0,1.0,2.0,1.0,15000.0,66927744.0,0.0,0.0,1
28.0,0.0,1.0,1.0,2.0,1.0,13000.0,66760751.0,0.0,1.0,1
53.0,1.0,0.0,0.0,2.0,1.0,10000.0,60467954.0,0.0,1.0,1
43.0,0.0,0.0,0.0,2.0,1.0,18000.0,67176418.0,0.0,1.0,1
51.0,1.0,0.0,0.0,2.0,1.0,15000.0,61099856.0,0.0,1.0,1
48.0,0.0,0.0,0.0,2.0,1.0,15000.0,62608585.0,0.0,0.0,1
52.0,1.0,2.0,0.0,2.0,2.0,15000.0,61237351.0,0.0,0.0,1
33.0,0.0,1.0,1.0,2.0,1.0,15000.0,61063953.0,0.0,1.0,1
41.0,1.0,0.0,0.0,2.0,1.0,10000.0,61118925.0,0.0,1.0,1
24.0,0.0,0.0,0.0,2.0,1.0,17000.0,62504997.0,1.0,1.0,1
41.0,1.0,2.0,0.0,2.0,1.0,5000.0,62144179.0,0.0,0.0,1
22.0,0.0,0.0,0.0,2.0,1.0,35000.0,63900268.0,0.0,0.0,1
29.0,1.0,0.0,0.0,2.0,1.0,13000.0,63591787.0,0.0,0.0,1
60.0,1.0,0.0,0.0,2.0,2.0,5000.0,59935139.0,0.0,1.0,1
24.0,1.0,0.0,0.0,2.0,1.0,8000.0,65480922.0,0.0,1.0,1
38.0,0.0,2.0,2.0,2.0,1.0,25000.0,64915437.0,0.0,0.0,1
27.0,0.0,1.0,2.0,2.0,1.0,25000.0,64457727.0,0.0,0.0,1
29.0,1.0,0.0,0.0,2.0,1.0,31000.0,64377053.0,0.0,0.0,1
36.0,1.0,0.0,2.0,2.0,1.0,20000.0,64458997.0,1.0,0.0,1
43.0,1.0,1.0,1.0,2.0,1.0,8000.0,64280046.0,0.0,1.0,1
24.0,1.0,0.0,0.0,2.0,1.0,7000.0,66079406.0,0.0,1.0,1
43.0,1.0,2.0,2.0,2.0,1.0,12000.0,61257075.0,0.0,0.0,1
31.0,0.0,2.0,2.0,2.0,1.0,10000.0,62486232.0,0.0,1.0,1
45.0,1.0,1.0,0.0,2.0,1.0,7000.0,61860078.0,0.0,0.0,1
30.0,0.0,2.0,2.0,2.0,1.0,15000.0,63894307.0,0.0,0.0,1
26.0,1.0,1.0,1.0,2.0,1.0,14000.0,66664476.0,1.0,1.0,1
32.0,1.0,0.0,0.0,2.0,1.0,7500.0,66673340.0,0.0,1.0,1
36.0,1.0,1.0,1.0,2.0,1.0,12000.0,60449929.0,0.0,0.0,1
53.0,1.0,2.0,2.0,2.0,1.0,7500.0,64421196.0,0.0,0.0,1
34.0,0.0,1.0,0.0,2.0,1.0,25000.0,66517291.0,0.0,1.0,1
51.0,0.0,0.0,0.0,2.0,1.0,25000.0,62629483.0,0.0,0.0,1
44.0,1.0,0.0,0.0,2.0,1.0,10000.0,60098048.0,1.0,0.0,1
25.0,1.0,2.0,2.0,2.0,1.0,6000.0,60117975.0,0.0,0.0,1
53.0,1.0,2.0,0.0,2.0,1.0,16000.0,64470126.0,0.0,0.0,1
36.0,1.0,1.0,1.0,2.0,1.0,8000.0,61055547.0,0.0,1.0,1
49.0,0.0,1.0,0.0,2.0,1.0,25000.0,60531647.0,0.0,1.0,1
38.0,0.0,1.0,1.0,2.0,1.0,30000.0,62433297.0,0.0,0.0,1
45.0,1.0,1.0,0.0,2.0,1.0,7500.0,59976503.0,0.0,0.0,1
45.0,1.0,1.0,1.0,2.0,1.0,6000.0,62144409.0,0.0,0.0,1
35.0,1.0,2.0,2.0,2.0,1.0,14000.0,64348675.0,1.0,0.0,1
34.0,1.0,1.0,1.0,2.0,1.0,12000.0,61067714.0,0.0,1.0,1
27.0,0.0,1.0,1.0,2.0,1.0,11000.0,62248602.0,0.0,0.0,1
23.0,1.0,1.0,1.0,2.0,1.0,14000.0,65420447.0,0.0,1.0,1
64.0,1.0,2.0,0.0,1.0,2.0,6800.0,62187336.0,0.0,0.0,1
24.0,1.0,0.0,0.0,2.0,1.0,10000.0,65481821.0,0.0,1.0,1
22.0,1.0,0.0,0.0,2.0,1.0,9000.0,66200309.0,1.0,0.0,1
46.0,1.0,1.0,0.0,2.0,1.0,12500.0,61123011.0,0.0,0.0,1
42.0,1.0,2.0,0.0,2.0,1.0,6000.0,62936635.0,0.0,1.0,1
57.0,1.0,5.0,1.0,2.0,2.0,15000.0,59973752.0,0.0,0.0,1
56.0,0.0,1.0,0.0,2.0,2.0,15000.0,65249238.0,0.0,1.0,1
42.0,0.0,2.0,2.0,2.0,1.0,20000.0,64902730.0,0.0,0.0,1
30.0,0.0,0.0,0.0,2.0,1.0,10000.0,66426894.0,0.0,1.0,1
44.0,0.0,2.0,0.0,2.0,1.0,4000.0,62165961.0,0.0,0.0,1
29.0,0.0,0.0,0.0,2.0,1.0,15000.0,62082077.0,1.0,0.0,1
30.0,1.0,0.0,0.0,2.0,1.0,9000.0,62236542.0,0.0,0.0,1
45.0,1.0,3.0,1.0,2.0,1.0,18000.0,60382501.0,0.0,0.0,1
25.0,1.0,0.0,0.0,2.0,1.0,7000.0,62178052.0,0.0,0.0,1
48.0,1.0,3.0,0.0,2.0,1.0,7000.0,61256583.0,0.0,0.0,1
36.0,0.0,1.0,2.0,2.0,1.0,18000.0,62378454.0,0.0,0.0,1
29.0,1.0,1.0,1.0,2.0,1.0,8000.0,61462966.0,0.0,0.0,1
50.0,1.0,0.0,0.0,2.0,1.0,15500.0,62020800.0,1.0,0.0,1
55.0,1.0,2.0,0.0,2.0,1.0,6000.0,63897597.0,0.0,0.0,1
29.0,0.0,0.0,0.0,2.0,1.0,10000.0,61074457.0,0.0,1.0,1
40.0,1.0,2.0,2.0,2.0,1.0,10500.0,61253157.0,0.0,0.0,1
42.0,0.0,2.0,2.0,2.0,1.0,4500.0,60377639.0,0.0,0.0,1
35.0,1.0,2.0,2.0,2.0,1.0,6200.0,60118211.0,1.0,0.0,1
43.0,0.0,2.0,1.0,2.0,1.0,18000.0,62086010.0,1.0,0.0,1
23.0,0.0,1.0,1.0,2.0,1.0,16000.0,62082560.0,0.0,0.0,1
25.0,1.0,1.0,1.0,2.0,1.0,10000.0,66082725.0,0.0,1.0,1
64.0,1.0,2.0,0.0,1.0,2.0,4000.0,62251958.0,0.0,0.0,1
50.0,0.0,0.0,1.0,2.0,1.0,30000.0,61515252.0,0.0,0.0,1
51.0,0.0,2.0,2.0,2.0,1.0,18000.0,64283791.0,0.0,1.0,1
24.0,0.0,0.0,0.0,2.0,1.0,5800.0,62181502.0,0.0,0.0,1
57.0,1.0,0.0,0.0,1.0,2.0,4900.0,61306349.0,0.0,1.0,1
40.0,1.0,1.0,0.0,2.0,1.0,10000.0,62484933.0,0.0,1.0,1
36.0,1.0,0.0,0.0,2.0,1.0,9000.0,64889911.0,0.0,0.0,1
34.0,0.0,0.0,0.0,2.0,1.0,35000.0,59913736.0,1.0,1.0,1
46.0,1.0,0.0,0.0,2.0,1.0,18000.0,63595541.0,0.0,0.0,1
