gen_industry,gen_title,job_dir,work_time,id_client
Другие сферы,Специалист,Участие в основ. деятельности,10.0,106813729.0
Строительство,Специалист,Участие в основ. деятельности,45.0,106813730.0
Здравоохранение,Специалист,Участие в основ. деятельности,13.0,106813731.0
Торговля,Специалист,Участие в основ. деятельности,10.0,106813732.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",24.0,106813733.0
Другие сферы,Рабочий,Вспомогательный техперсонал,8.0,106813734.0
Торговля,Специалист,Участие в основ. деятельности,12.0,106813735.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,18.0,106813736.0
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106813737.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,180.0,106813738.0
Государственная служба,Специалист,"Бухгалтерия, финансы, планир.",36.0,106813739.0
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,6.0,106813740.0
Торговля,Рабочий,Участие в основ. деятельности,30.0,106813741.0
Торговля,Рабочий,Вспомогательный техперсонал,24.0,106813742.0
Другие сферы,Служащий,Участие в основ. деятельности,48.0,106813743.0
Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,18.0,106813744.0
Здравоохранение,Специалист,Участие в основ. деятельности,40.0,106813745.0
Здравоохранение,Работник сферы услуг,Участие в основ. деятельности,34.0,106813746.0
Другие сферы,Специалист,Участие в основ. деятельности,6.0,106813747.0
Торговля,Специалист,"Бухгалтерия, финансы, планир.",60.0,106813748.0
,,,,106813749.0
Другие сферы,Служащий,"Бухгалтерия, финансы, планир.",18.0,106813750.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,15.0,106813751.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,7.0,106813752.0
Строительство,Руководитель среднего звена,Участие в основ. деятельности,4.0,106813753.0
Торговля,Специалист,Участие в основ. деятельности,19.0,106813754.0
Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,Участие в основ. деятельности,7.0,106813755.0
Здравоохранение,Специалист,Участие в основ. деятельности,6.0,106813756.0
Образование,Специалист,Участие в основ. деятельности,18.0,106813757.0
,,,,106813758.0
Здравоохранение,Специалист,Участие в основ. деятельности,18.0,106813759.0
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,18.0,106813760.0
Торговля,Служащий,Участие в основ. деятельности,25.0,106813761.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,18.0,106813762.0
Развлечения/Искусство,Специалист,Участие в основ. деятельности,60.0,106813763.0
Банк/Финансы,Специалист,Участие в основ. деятельности,13.0,106813764.0
Государственная служба,Служащий,Участие в основ. деятельности,8.0,106813765.0
Другие сферы,Специалист,Участие в основ. деятельности,18.0,106813766.0
Образование,Другое,Участие в основ. деятельности,38.0,106813767.0
,,,,106813768.0
Информационные услуги,Служащий,Участие в основ. деятельности,46.0,106813769.0
Строительство,Рабочий,Участие в основ. деятельности,24.0,106813770.0
Другие сферы,Рабочий,Участие в основ. деятельности,19.0,106813771.0
Здравоохранение,Рабочий,Вспомогательный техперсонал,276.0,106813772.0
Образование,Специалист,Участие в основ. деятельности,26.0,106813773.0
Торговля,Рабочий,Участие в основ. деятельности,24.0,106813774.0
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,6.0,106813775.0
Торговля,Специалист,Участие в основ. деятельности,12.0,106813776.0
Образование,Специалист,Участие в основ. деятельности,12.0,106813777.0
Коммунальное хоз-во/Дорожные службы,Специалист,Кадровая служба и секретариат,132.0,106813778.0
,,,,106813779.0
Банк/Финансы,Специалист,Участие в основ. деятельности,3.0,106813780.0
Торговля,Рабочий,Участие в основ. деятельности,60.0,106813781.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,6.0,106813782.0
Здравоохранение,Специалист,"Бухгалтерия, финансы, планир.",5.0,106813783.0
,,,,106813784.0
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106813786.0
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106813787.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,120.0,106813788.0
Ресторанный бизнес/Общественное питание,Высококвалифиц. специалист,Участие в основ. деятельности,8.0,106813789.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106813790.0
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106813791.0
Торговля,Специалист,Участие в основ. деятельности,18.0,106813792.0
Здравоохранение,Служащий,Участие в основ. деятельности,36.0,106813793.0
Торговля,Рабочий,Участие в основ. деятельности,24.0,106813794.0
Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",24.0,106813795.0
Образование,Специалист,Участие в основ. деятельности,18.0,106813796.0
Торговля,Специалист,Участие в основ. деятельности,7.0,106813797.0
Сборочные производства,Специалист,Участие в основ. деятельности,36.0,106813798.0
Здравоохранение,Служащий,Участие в основ. деятельности,60.0,106813799.0
Образование,Работник сферы услуг,Участие в основ. деятельности,287.0,106813800.0
Другие сферы,Работник сферы услуг,Участие в основ. деятельности,48.0,106813801.0
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106813802.0
Государственная служба,Специалист,Участие в основ. деятельности,36.0,106813803.0
Другие сферы,Специалист,Участие в основ. деятельности,54.0,106813804.0
Химия/Парфюмерия/Фармацевтика,Рабочий,Участие в основ. деятельности,312.0,106813805.0
Транспорт,Рабочий,Участие в основ. деятельности,108.0,106813806.0
Другие сферы,Работник сферы услуг,Вспомогательный техперсонал,216.0,106813807.0
Здравоохранение,Специалист,Участие в основ. деятельности,48.0,106813808.0
Информационные услуги,Специалист,Участие в основ. деятельности,18.0,106813809.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106813810.0
Развлечения/Искусство,Руководитель среднего звена,Участие в основ. деятельности,58.0,106813811.0
,,,,106813812.0
СМИ/Реклама/PR-агенства,Служащий,Участие в основ. деятельности,72.0,106813813.0
Торговля,Служащий,Участие в основ. деятельности,20.0,106813814.0
,,,,106813815.0
Государственная служба,Специалист,Участие в основ. деятельности,6.0,106813816.0
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106813817.0
Коммунальное хоз-во/Дорожные службы,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",420.0,106813818.0
СМИ/Реклама/PR-агенства,Специалист,Участие в основ. деятельности,6.0,106813819.0
Здравоохранение,Рабочий,Участие в основ. деятельности,36.0,106813820.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,25.0,106813821.0
Здравоохранение,Рабочий,Участие в основ. деятельности,60.0,106813822.0
Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,Адм-хоз. и трансп. службы,24.0,106813823.0
Государственная служба,Специалист,Участие в основ. деятельности,360.0,106813824.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106813825.0
Развлечения/Искусство,Руководитель среднего звена,Участие в основ. деятельности,20.0,106813826.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,144.0,106813827.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106813828.0
Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,60.0,106813829.0
,,,,106813830.0
Здравоохранение,Специалист,Участие в основ. деятельности,240.0,106813831.0
Образование,Специалист,Участие в основ. деятельности,120.0,106813832.0
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,30.0,106813833.0
Государственная служба,Специалист,Участие в основ. деятельности,7.0,106813834.0
Торговля,Специалист,Участие в основ. деятельности,12.0,106813835.0
Торговля,Специалист,Участие в основ. деятельности,5.0,106813836.0
Образование,Служащий,Участие в основ. деятельности,24.0,106813837.0
Транспорт,Специалист,Участие в основ. деятельности,120.0,106813838.0
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,65.0,106813839.0
,,,,106813840.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106813841.0
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106813842.0
Здравоохранение,Специалист,Участие в основ. деятельности,312.0,106813843.0
Торговля,Специалист,Участие в основ. деятельности,180.0,106813844.0
Образование,Специалист,Участие в основ. деятельности,24.0,106813845.0
Торговля,Специалист,Участие в основ. деятельности,10.0,106813846.0
Государственная служба,Специалист,Участие в основ. деятельности,48.0,106813847.0
Торговля,Специалист,Вспомогательный техперсонал,24.0,106813848.0
Другие сферы,Рабочий,Вспомогательный техперсонал,180.0,106813849.0
,,,,106813850.0
Другие сферы,Специалист,Участие в основ. деятельности,18.0,106813851.0
Торговля,Рабочий,Участие в основ. деятельности,12.0,106813852.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,24.0,106813853.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106813854.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,120.0,106813855.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,8.0,106813856.0
Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,40.0,106813857.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,36.0,106813858.0
Торговля,Специалист,Участие в основ. деятельности,18.0,106813859.0
Государственная служба,Специалист,Участие в основ. деятельности,156.0,106813860.0
Транспорт,Специалист,Участие в основ. деятельности,60.0,106813861.0
Образование,Высококвалифиц. специалист,Участие в основ. деятельности,300.0,106813862.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,84.0,106813863.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106813864.0
Здравоохранение,Специалист,Участие в основ. деятельности,36.0,106813865.0
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106813866.0
,,,,106813867.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,144.0,106813868.0
Торговля,Руководитель среднего звена,Вспомогательный техперсонал,48.0,106813869.0
Другие сферы,Работник сферы услуг,Вспомогательный техперсонал,24.0,106813870.0
Здравоохранение,Рабочий,Участие в основ. деятельности,156.0,106813871.0
,,,,106813872.0
Наука,Высококвалифиц. специалист,Участие в основ. деятельности,24.0,106813873.0
Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106813874.0
Здравоохранение,Специалист,Участие в основ. деятельности,48.0,106813875.0
Образование,Специалист,Участие в основ. деятельности,12.0,106813876.0
Здравоохранение,Рабочий,Участие в основ. деятельности,72.0,106813877.0
Торговля,Специалист,Участие в основ. деятельности,48.0,106813878.0
Здравоохранение,Специалист,Участие в основ. деятельности,30.0,106813879.0
Образование,Специалист,Участие в основ. деятельности,72.0,106813880.0
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106813881.0
Другие сферы,Специалист,Участие в основ. деятельности,4.0,106813882.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,18.0,106813883.0
Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,12.0,106813884.0
Торговля,Специалист,Участие в основ. деятельности,10.0,106813885.0
Образование,Служащий,Участие в основ. деятельности,18.0,106813886.0
Энергетика,Специалист,Участие в основ. деятельности,36.0,106813887.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,36.0,106813888.0
Ресторанный бизнес/Общественное питание,Служащий,Участие в основ. деятельности,3.0,106813889.0
Торговля,Специалист,Участие в основ. деятельности,8.0,106813890.0
,,,,106813891.0
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,12.0,106813892.0
Торговля,Специалист,Участие в основ. деятельности,12.0,106813893.0
Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,20.0,106813894.0
Другие сферы,Другое,Участие в основ. деятельности,24.0,106813895.0
Сборочные производства,Рабочий,Адм-хоз. и трансп. службы,24.0,106813896.0
Строительство,Специалист,Участие в основ. деятельности,36.0,106813897.0
Государственная служба,Рабочий,Участие в основ. деятельности,36.0,106813898.0
Другие сферы,Специалист,Участие в основ. деятельности,6.0,106813899.0
Строительство,Рабочий,Участие в основ. деятельности,120.0,106813900.0
Сельское хозяйство,Рабочий,Участие в основ. деятельности,36.0,106813901.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106813902.0
Транспорт,Рабочий,Вспомогательный техперсонал,25.0,106813903.0
Строительство,Специалист,Адм-хоз. и трансп. службы,58.0,106813904.0
Здравоохранение,Специалист,Участие в основ. деятельности,48.0,106813905.0
Здравоохранение,Специалист,Участие в основ. деятельности,528.0,106813906.0
Энергетика,Рабочий,Участие в основ. деятельности,45.0,106813907.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,108.0,106813908.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,372.0,106813909.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,468.0,106813910.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,120.0,106813911.0
Информационные технологии,Специалист,Участие в основ. деятельности,36.0,106813912.0
Торговля,Специалист,Участие в основ. деятельности,37.0,106813913.0
Государственная служба,Специалист,Участие в основ. деятельности,6.0,106813914.0
Наука,Специалист,Участие в основ. деятельности,180.0,106813915.0
,,,,106813916.0
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,66.0,106813917.0
Наука,Специалист,Участие в основ. деятельности,36.0,106813918.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,180.0,106813919.0
Государственная служба,Специалист,"Бухгалтерия, финансы, планир.",27.0,106813920.0
,,,,106813921.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106813922.0
Торговля,Специалист,Участие в основ. деятельности,48.0,106813923.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,12.0,106813924.0
ЧОП/Детективная д-ть,Специалист,Служба безопасности,48.0,106813925.0
Образование,Специалист,Участие в основ. деятельности,24.0,106813926.0
,,,,106813927.0
Транспорт,Специалист,Адм-хоз. и трансп. службы,72.0,106813928.0
,,,,106813929.0
Здравоохранение,Специалист,Участие в основ. деятельности,84.0,106813930.0
Наука,Специалист,Вспомогательный техперсонал,120.0,106813931.0
Торговля,Специалист,Участие в основ. деятельности,68.0,106813932.0
Информационные технологии,Специалист,Вспомогательный техперсонал,29.0,106813933.0
Транспорт,Специалист,Участие в основ. деятельности,168.0,106813934.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,69.0,106813935.0
Другие сферы,Специалист,Участие в основ. деятельности,108.0,106813936.0
,,,,106813937.0
Торговля,Специалист,Участие в основ. деятельности,36.0,106813938.0
,,,,106813939.0
Торговля,Специалист,Участие в основ. деятельности,120.0,106813940.0
Здравоохранение,Специалист,Участие в основ. деятельности,72.0,106813941.0
ЧОП/Детективная д-ть,Специалист,Служба безопасности,36.0,106813942.0
Торговля,Специалист,Вспомогательный техперсонал,48.0,106813943.0
Государственная служба,Специалист,Юридическая служба,72.0,106813944.0
Торговля,Специалист,Вспомогательный техперсонал,60.0,106813945.0
Другие сферы,Специалист,Участие в основ. деятельности,336.0,106813946.0
Государственная служба,Специалист,Участие в основ. деятельности,276.0,106813947.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,324.0,106813948.0
Торговля,Специалист,Вспомогательный техперсонал,240.0,106813949.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,84.0,106813950.0
Государственная служба,Руководитель среднего звена,Служба безопасности,56.0,106813951.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,204.0,106813952.0
Сборочные производства,Руководитель среднего звена,Участие в основ. деятельности,62.0,106813953.0
Государственная служба,Специалист,Участие в основ. деятельности,12.0,106813954.0
Здравоохранение,Специалист,Участие в основ. деятельности,276.0,106813955.0
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106813956.0
Здравоохранение,Специалист,Участие в основ. деятельности,240.0,106813957.0
Здравоохранение,Специалист,Участие в основ. деятельности,6.0,106813958.0
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,40.0,106813959.0
Торговля,Рабочий,Участие в основ. деятельности,84.0,106813960.0
,,,,106813961.0
Здравоохранение,Специалист,Участие в основ. деятельности,36.0,106813962.0
Государственная служба,Специалист,Участие в основ. деятельности,68.0,106813963.0
Торговля,Рабочий,Участие в основ. деятельности,9.0,106813964.0
Торговля,Специалист,Участие в основ. деятельности,60.0,106813965.0
Государственная служба,Специалист,Участие в основ. деятельности,144.0,106813966.0
Строительство,Специалист,Участие в основ. деятельности,24.0,106813967.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,72.0,106813968.0
Здравоохранение,Специалист,Участие в основ. деятельности,144.0,106813969.0
Государственная служба,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",42.0,106813970.0
Другие сферы,Специалист,Служба безопасности,60.0,106813971.0
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106813972.0
Образование,Руководитель высшего звена,Участие в основ. деятельности,300.0,106813973.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106813974.0
Наука,Специалист,Участие в основ. деятельности,48.0,106813975.0
Другие сферы,Руководитель высшего звена,Участие в основ. деятельности,180.0,106813976.0
Государственная служба,Специалист,Участие в основ. деятельности,72.0,106813977.0
Здравоохранение,Специалист,Участие в основ. деятельности,55.0,106813978.0
Наука,Специалист,Участие в основ. деятельности,36.0,106813979.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,36.0,106813980.0
Торговля,Специалист,Адм-хоз. и трансп. службы,29.0,106813981.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,60.0,106813982.0
Здравоохранение,Специалист,Участие в основ. деятельности,324.0,106813983.0
Торговля,Служащий,Участие в основ. деятельности,8.0,106813984.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,12.0,106813985.0
Коммунальное хоз-во/Дорожные службы,Специалист,Вспомогательный техперсонал,7.0,106813986.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,120.0,106813987.0
Государственная служба,Специалист,Участие в основ. деятельности,108.0,106813988.0
Строительство,Специалист,Участие в основ. деятельности,38.0,106813989.0
Наука,Специалист,Участие в основ. деятельности,216.0,106813990.0
Образование,Другое,Вспомогательный техперсонал,17.0,106813991.0
Транспорт,Специалист,Участие в основ. деятельности,8.0,106813992.0
,,,,106813993.0
Государственная служба,Специалист,Участие в основ. деятельности,192.0,106813994.0
Здравоохранение,Специалист,Участие в основ. деятельности,123.0,106813995.0
Строительство,Специалист,Участие в основ. деятельности,36.0,106813996.0
Торговля,Специалист,Участие в основ. деятельности,84.0,106813997.0
Информационные технологии,Специалист,Участие в основ. деятельности,180.0,106813998.0
Строительство,Специалист,Участие в основ. деятельности,60.0,106813999.0
Металлургия/Промышленность/Машиностроение,Специалист,"Бухгалтерия, финансы, планир.",36.0,106814000.0
Торговля,Рабочий,Участие в основ. деятельности,48.0,106814001.0
Банк/Финансы,Специалист,Участие в основ. деятельности,89.0,106814002.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,228.0,106814003.0
Торговля,Специалист,Участие в основ. деятельности,168.0,106814004.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,48.0,106814005.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,12.0,106814006.0
Развлечения/Искусство,Специалист,Участие в основ. деятельности,277.0,106814007.0
Торговля,Руководитель среднего звена,Участие в основ. деятельности,120.0,106814008.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,144.0,106814009.0
Развлечения/Искусство,Специалист,Участие в основ. деятельности,96.0,106814010.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,60.0,106814011.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,60.0,106814012.0
,,,,106814013.0
Информационные технологии,Специалист,Участие в основ. деятельности,252.0,106814014.0
,,,,106814015.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,84.0,106814016.0
Строительство,Специалист,"Бухгалтерия, финансы, планир.",36.0,106814017.0
Наука,Специалист,Участие в основ. деятельности,240.0,106814018.0
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,38.0,106814019.0
Наука,Специалист,Участие в основ. деятельности,54.0,106814020.0
Торговля,Служащий,Участие в основ. деятельности,20.0,106814021.0
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,36.0,106814022.0
Здравоохранение,Специалист,Участие в основ. деятельности,67.0,106814023.0
Другие сферы,Специалист,Служба безопасности,108.0,106814024.0
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106814025.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,12.0,106814026.0
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,36.0,106814027.0
,,,,106814028.0
Другие сферы,Специалист,Участие в основ. деятельности,92.0,106814029.0
Торговля,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",5.0,106814030.0
Другие сферы,Специалист,Участие в основ. деятельности,168.0,106814031.0
Информационные технологии,Специалист,Снабжение и сбыт,24.0,106814032.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,132.0,106814033.0
Государственная служба,Специалист,Адм-хоз. и трансп. службы,72.0,106814034.0
ЧОП/Детективная д-ть,Руководитель высшего звена,Участие в основ. деятельности,10.0,106814035.0
Сельское хозяйство,Специалист,Участие в основ. деятельности,42.0,106814036.0
Строительство,Специалист,Участие в основ. деятельности,36.0,106814037.0
Другие сферы,Служащий,Снабжение и сбыт,24.0,106814038.0
Государственная служба,Специалист,"Бухгалтерия, финансы, планир.",24.0,106814039.0
Сельское хозяйство,Служащий,Вспомогательный техперсонал,456.0,106814040.0
Развлечения/Искусство,Специалист,Вспомогательный техперсонал,48.0,106814041.0
Банк/Финансы,Специалист,Участие в основ. деятельности,36.0,106814042.0
Другие сферы,Специалист,Участие в основ. деятельности,72.0,106814043.0
Торговля,Специалист,Участие в основ. деятельности,24.0,106814044.0
Здравоохранение,Специалист,Участие в основ. деятельности,36.0,106814045.0
Государственная служба,Специалист,Участие в основ. деятельности,96.0,106814046.0
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106814047.0
Транспорт,Специалист,Участие в основ. деятельности,36.0,106814048.0
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,24.0,106814049.0
,,,,106814050.0
Государственная служба,Служащий,Служба безопасности,36.0,106814051.0
Информационные технологии,Работник сферы услуг,Участие в основ. деятельности,12.0,106814052.0
Здравоохранение,Высококвалифиц. специалист,Участие в основ. деятельности,60.0,106814053.0
Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,Участие в основ. деятельности,7.0,106814054.0
Образование,Специалист,Участие в основ. деятельности,144.0,106814055.0
Другие сферы,Специалист,Участие в основ. деятельности,24.0,106814056.0
Строительство,Специалист,Вспомогательный техперсонал,60.0,106814057.0
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,47.0,106814058.0
Транспорт,Специалист,Вспомогательный техперсонал,65.0,106814059.0
Здравоохранение,Специалист,Участие в основ. деятельности,6.0,106814060.0
Торговля,Специалист,Участие в основ. деятельности,40.0,106814061.0
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,12.0,106814062.0
Торговля,Работник сферы услуг,Участие в основ. деятельности,70.0,106814063.0
Другие сферы,Служащий,Пр-техн. обесп. и телеком.,12.0,106814064.0
Торговля,Специалист,Вспомогательный техперсонал,18.0,106814065.0
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,14.0,106814066.0
Банк/Финансы,Специалист,Участие в основ. деятельности,72.0,106814067.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,180.0,106814068.0
Наука,Специалист,Вспомогательный техперсонал,336.0,106814069.0
Другие сферы,Индивидуальный предприниматель,Участие в основ. деятельности,24.0,106814070.0
Транспорт,Специалист,Участие в основ. деятельности,252.0,106814071.0
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,36.0,106814072.0
Другие сферы,Специалист,Участие в основ. деятельности,132.0,106814073.0
Здравоохранение,Специалист,Участие в основ. деятельности,24.0,106814074.0
Наука,Специалист,Участие в основ. деятельности,72.0,106814075.0
Ресторанный бизнес/Общественное питание,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106814076.0
Строительство,Специалист,Участие в основ. деятельности,120.0,106814077.0
Наука,Специалист,Участие в основ. деятельности,348.0,106814078.0
Торговля,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",22.0,106814079.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,200.0,106814080.0
Наука,Специалист,Участие в основ. деятельности,264.0,106814081.0
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,60.0,106814082.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,48.0,106814083.0
,,,,106814084.0
Строительство,Специалист,Участие в основ. деятельности,66.0,106814085.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,38.0,106814086.0
Другие сферы,Специалист,Участие в основ. деятельности,96.0,106814087.0
Торговля,Специалист,Участие в основ. деятельности,65.0,106814088.0
Страхование,Специалист,Участие в основ. деятельности,72.0,106814089.0
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,72.0,106814090.0
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106814091.0
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,24.0,106814092.0
Транспорт,Специалист,Участие в основ. деятельности,84.0,106814093.0
Торговля,Специалист,Участие в основ. деятельности,25.0,106814094.0
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,192.0,106814095.0
Торговля,Специалист,Участие в основ. деятельности,38.0,106814096.0
Транспорт,Специалист,Участие в основ. деятельности,36.0,106814097.0
Торговля,Специалист,Участие в основ. деятельности,180.0,106814098.0
